Thread Count, Parallel Sim Approximation, Time, Error, Abs Error
6000,1.02769235006,0.17155953600,-2.769239e-02,2.769239e-02
6100,0.97769234800,0.16751367200,2.230761e-02,2.230761e-02
6200,0.99000004081,0.17352686901,9.999916e-03,9.999916e-03
6300,1.02076927285,0.17780027501,-2.076932e-02,2.076932e-02
6400,0.99692311802,0.21290927101,3.076839e-03,3.076839e-03
6500,0.98153850200,0.21371380700,1.846145e-02,1.846145e-02
6600,0.97769234800,0.19440934600,2.230761e-02,2.230761e-02
6700,1.00769234923,0.18456384800,-7.692393e-03,7.692393e-03
6800,1.05307696649,0.19050145800,-5.307701e-02,5.307701e-02
6900,1.00230773363,0.22754827701,-2.307777e-03,2.307777e-03
7000,1.02153850365,0.19916373701,-2.153855e-02,2.153855e-02
7100,1.02384619605,0.20238615100,-2.384624e-02,2.384624e-02
7200,1.01846158045,0.19649261401,-1.846162e-02,1.846162e-02
7300,1.05000004328,0.19723177601,-5.000009e-02,5.000009e-02
7400,0.98769234841,0.21842358400,1.230761e-02,1.230761e-02
7500,0.97384619399,0.20516893800,2.615376e-02,2.615376e-02
7600,0.95846157797,0.23481740900,4.153838e-02,4.153838e-02
7700,1.01538465724,0.20738873500,-1.538470e-02,1.538470e-02
7800,1.04076927367,0.23087868700,-4.076932e-02,4.076932e-02
7900,0.98615388681,0.22324038600,1.384607e-02,1.384607e-02
8000,0.98923081001,0.22942685999,1.076915e-02,1.076915e-02
8100,0.97923080960,0.22750263500,2.076915e-02,2.076915e-02
8200,1.01230773404,0.22487636600,-1.230778e-02,1.230778e-02
8300,1.02384619605,0.23370554000,-2.384624e-02,2.384624e-02
8400,0.98923081001,0.25265731099,1.076915e-02,1.076915e-02
8500,0.98769234841,0.23487327900,1.230761e-02,1.230761e-02
8600,1.03153850406,0.25447075200,-3.153855e-02,3.153855e-02
8700,1.03615388887,0.24482897400,-3.615393e-02,3.615393e-02
8800,1.00076927202,0.26285771800,-7.693153e-04,7.693153e-04
8900,1.03076927326,0.24727327401,-3.076932e-02,3.076932e-02
9000,0.96692311678,0.25855359100,3.307684e-02,3.307684e-02
9100,1.00076927202,0.25168036901,-7.693153e-04,7.693153e-04
9200,1.02923081166,0.26531918001,-2.923085e-02,2.923085e-02
9300,0.97692311719,0.28831972899,2.307684e-02,2.307684e-02
9400,0.98000004040,0.28904863501,1.999992e-02,1.999992e-02
9500,0.98692311761,0.30272161400,1.307684e-02,1.307684e-02
9600,1.00538465683,0.27529388200,-5.384700e-03,5.384700e-03
9700,0.99846157962,0.31254004300,1.538377e-03,1.538377e-03
9800,0.99076927161,0.27013355501,9.230685e-03,9.230685e-03
9900,1.04307696608,0.27436610201,-4.307701e-02,4.307701e-02
10000,0.98307696360,0.29282172701,1.692299e-02,1.692299e-02
10100,0.97923080960,0.28978537499,2.076915e-02,2.076915e-02
10200,0.95000003916,0.28749275699,4.999992e-02,4.999992e-02
