Partition Size, Parallel Trapezoidal Approximation, Time, Error, Abs Error
1,0.00000000000,0.00125865100,1.000000e+00,1.000000e+00
101,0.99673869066,0.00005389600,3.261266e-03,3.261266e-03
201,0.99917529857,0.00291693200,8.246581e-04,8.246581e-04
301,0.99963212155,0.00307855601,3.678352e-04,3.678352e-04
401,0.99979268482,0.00087235900,2.072719e-04,2.072719e-04
501,0.99986716402,0.00089333000,1.327927e-04,1.327927e-04
601,0.99990767571,0.00609716700,9.228101e-05,9.228101e-05
701,0.99993212502,0.00516563300,6.783170e-05,6.783170e-05
801,0.99994800392,0.00278919401,5.195279e-05,5.195279e-05
901,0.99995889583,0.00701846201,4.106088e-05,4.106088e-05
1001,0.99996668978,0.00585890200,3.326694e-05,3.326694e-05
1101,0.99997245822,0.00730416301,2.749849e-05,2.749849e-05
1201,0.99997684673,0.00694921700,2.310999e-05,2.310999e-05
1301,0.99998026275,0.00982923301,1.969396e-05,1.969396e-05
1401,0.99998297376,0.00882112799,1.698295e-05,1.698295e-05
1501,0.99998516121,0.00933697700,1.479550e-05,1.479550e-05
1601,0.99998695173,0.01112700500,1.300499e-05,1.300499e-05
1701,0.99998843584,0.00938249100,1.152088e-05,1.152088e-05
1801,0.99998967967,0.01068297800,1.027704e-05,1.027704e-05
1901,0.99999073243,0.00993926400,9.224284e-06,9.224284e-06
2001,0.99999163134,0.01482597299,8.325379e-06,8.325379e-06
2101,0.99999240497,0.01495510100,7.551746e-06,7.551746e-06
2201,0.99999307557,0.00502871201,6.881144e-06,6.881144e-06
2301,0.99999366066,0.01254084700,6.296058e-06,6.296058e-06
2401,0.99999417417,0.01760739900,5.782542e-06,5.782542e-06
2501,0.99999462733,0.01614966799,5.329383e-06,5.329383e-06
2601,0.99999502924,0.01674549301,4.927479e-06,4.927479e-06
2701,0.99999538733,0.01410037000,4.569383e-06,4.569383e-06
2801,0.99999570777,0.01518217500,4.248950e-06,4.248950e-06
2901,0.99999599564,0.01924892000,3.961079e-06,3.961079e-06
3001,0.99999625521,0.02159101800,3.701503e-06,3.701503e-06
3101,0.99999649008,0.00818245800,3.466632e-06,3.466632e-06
3201,0.99999670329,0.01378014901,3.253427e-06,3.253427e-06
3301,0.99999689741,0.01734817099,3.059303e-06,3.059303e-06
3401,0.99999707467,0.02234842299,2.882049e-06,2.882049e-06
3501,0.99999723695,0.01437507599,2.719766e-06,2.719766e-06
3601,0.99999738590,0.01673477000,2.570814e-06,2.570814e-06
3701,0.99999752294,0.02018787801,2.433772e-06,2.433772e-06
3801,0.99999764931,0.01543370500,2.307402e-06,2.307402e-06
3901,0.99999776609,0.02470257100,2.190626e-06,2.190626e-06
4001,0.99999787422,0.01881277500,2.082496e-06,2.082496e-06
4101,0.99999797454,0.01940663499,1.982179e-06,1.982179e-06
4201,0.99999806778,0.02752308099,1.888940e-06,1.888940e-06
4301,0.99999815459,0.02877143999,1.802128e-06,1.802128e-06
4401,0.99999823555,0.02297471801,1.721167e-06,1.721167e-06
4501,0.99999831117,0.02301709101,1.645541e-06,1.645541e-06
4601,0.99999838192,0.01667715699,1.574793e-06,1.574793e-06
4701,0.99999844820,0.02679847101,1.508511e-06,1.508511e-06
4801,0.99999851039,0.02899431401,1.446328e-06,1.446328e-06
4901,0.99999856880,0.02651252100,1.387911e-06,1.387911e-06
5001,0.99999862375,0.02309046900,1.332964e-06,1.332964e-06
5101,0.99999867550,0.02086023400,1.281217e-06,1.281217e-06
5201,0.99999872429,0.02845455401,1.232426e-06,1.232426e-06
5301,0.99999877035,0.03580009800,1.186369e-06,1.186369e-06
5401,0.99999881387,0.03571660101,1.142847e-06,1.142847e-06
5501,0.99999885504,0.02580155601,1.101677e-06,1.101677e-06
5601,0.99999889402,0.02859689400,1.062692e-06,1.062692e-06
5701,0.99999893097,0.03291117000,1.025741e-06,1.025741e-06
5801,0.99999896603,0.03747453600,9.906841e-07,9.906841e-07
5901,0.99999899932,0.03061310800,9.573941e-07,9.573941e-07
6001,0.99999903096,0.02976802501,9.257545e-07,9.257545e-07
6101,0.99999906106,0.03577425100,8.956578e-07,8.956578e-07
6201,0.99999908971,0.04577415499,8.670054e-07,8.670054e-07
6301,0.99999911701,0.03491481600,8.397062e-07,8.397062e-07
6401,0.99999914304,0.02260072401,8.136765e-07,8.136765e-07
6501,0.99999916788,0.03780298699,7.888386e-07,7.888386e-07
6601,0.99999919159,0.03031822201,7.651210e-07,7.651210e-07
6701,0.99999921426,0.04228616600,7.424572e-07,7.424572e-07
6801,0.99999923593,0.04812998300,7.207857e-07,7.207857e-07
6901,0.99999925667,0.03734780400,7.000495e-07,7.000495e-07
7001,0.99999927652,0.02431361901,6.801955e-07,6.801955e-07
7101,0.99999929554,0.04377503900,6.611743e-07,6.611743e-07
7201,0.99999931378,0.03737893300,6.429400e-07,6.429400e-07
7301,0.99999933127,0.03995033501,6.254497e-07,6.254497e-07
7401,0.99999934805,0.03189277400,6.086637e-07,6.086637e-07
7501,0.99999936417,0.04154363999,5.925445e-07,5.925445e-07
7601,0.99999937966,0.03585759799,5.770572e-07,5.770572e-07
7701,0.99999939455,0.04946142201,5.621694e-07,5.621694e-07
7801,0.99999940887,0.03469751100,5.478504e-07,5.478504e-07
7901,0.99999942264,0.04683569200,5.340716e-07,5.340716e-07
8001,0.99999943591,0.04123989800,5.208062e-07,5.208062e-07
8101,0.99999944869,0.05062567601,5.080290e-07,5.080290e-07
8201,0.99999946100,0.04536326499,4.957163e-07,4.957163e-07
8301,0.99999947287,0.03938234900,4.838459e-07,4.838459e-07
8401,0.99999948432,0.04783359700,4.723969e-07,4.723969e-07
8501,0.99999949537,0.04426837001,4.613495e-07,4.613495e-07
8601,0.99999950603,0.04949683700,4.506851e-07,4.506851e-07
8701,0.99999951633,0.05133503700,4.403864e-07,4.403864e-07
8801,0.99999952628,0.03824762201,4.304366e-07,4.304366e-07
8901,0.99999953590,0.04676931300,4.208204e-07,4.208204e-07
9001,0.99999954519,0.02544128100,4.115228e-07,4.115228e-07
9101,0.99999955419,0.02108302500,4.025300e-07,4.025300e-07
9201,0.99999956289,0.04650091100,3.938288e-07,3.938288e-07
9301,0.99999957131,0.05609116801,3.854068e-07,3.854068e-07
9401,0.99999957946,0.04510241200,3.772521e-07,3.772521e-07
9501,0.99999958736,0.04454951501,3.693535e-07,3.693535e-07
9601,0.99999959502,0.02907574701,3.617004e-07,3.617004e-07
9701,0.99999960243,0.04284333900,3.542827e-07,3.542827e-07
9801,0.99999960962,0.03360378201,3.470909e-07,3.470909e-07
9901,0.99999961660,0.05375044000,3.401160e-07,3.401160e-07
10001,0.99999962337,0.05183497400,3.333491e-07,3.333491e-07
10101,0.99999962993,0.05349020100,3.267823e-07,3.267823e-07
10201,0.99999963631,0.05896150901,3.204076e-07,3.204076e-07
10301,0.99999964250,0.02609555400,3.142177e-07,3.142177e-07
10401,0.99999964851,0.03022075300,3.082054e-07,3.082054e-07
10501,0.99999965435,0.03811369601,3.023641e-07,3.023641e-07
10601,0.99999966003,0.03584555301,2.966873e-07,2.966873e-07
10701,0.99999966555,0.05306882400,2.911689e-07,2.911689e-07
10801,0.99999967091,0.05065019699,2.858031e-07,2.858031e-07
10901,0.99999967613,0.04860106000,2.805842e-07,2.805842e-07
11001,0.99999968121,0.05846408200,2.755070e-07,2.755070e-07
11101,0.99999968615,0.06271948099,2.705664e-07,2.705664e-07
11201,0.99999969096,0.05087014200,2.657575e-07,2.657575e-07
11301,0.99999969564,0.04877062600,2.610757e-07,2.610757e-07
11401,0.99999970020,0.06806460000,2.565165e-07,2.565165e-07
11501,0.99999970464,0.03655454500,2.520758e-07,2.520758e-07
11601,0.99999970897,0.05086346000,2.477494e-07,2.477494e-07
11701,0.99999971318,0.06110315699,2.435334e-07,2.435334e-07
11801,0.99999971729,0.02268442299,2.394241e-07,2.394241e-07
11901,0.99999972130,0.05663386500,2.354180e-07,2.354180e-07
12001,0.99999972520,0.07117353100,2.315116e-07,2.315116e-07
12101,0.99999972901,0.03915662599,2.277017e-07,2.277017e-07
12201,0.99999973273,0.06675945999,2.239850e-07,2.239850e-07
12301,0.99999973636,0.04924148200,2.203586e-07,2.203586e-07
12401,0.99999973990,0.06227188400,2.168196e-07,2.168196e-07
12501,0.99999974335,0.07913282201,2.133652e-07,2.133652e-07
12601,0.99999974672,0.04046246101,2.099927e-07,2.099927e-07
12701,0.99999975002,0.03405506400,2.066995e-07,2.066995e-07
12801,0.99999975323,0.07467137900,2.034832e-07,2.034832e-07
12901,0.99999975637,0.07766160399,2.003414e-07,2.003414e-07
13001,0.99999975944,0.04277217999,1.972718e-07,1.972718e-07
13101,0.99999976244,0.06141565600,1.942722e-07,1.942722e-07
13201,0.99999976538,0.06935012899,1.913405e-07,1.913405e-07
13301,0.99999976824,0.05970235399,1.884747e-07,1.884747e-07
13401,0.99999977104,0.07504113500,1.856728e-07,1.856728e-07
13501,0.99999977378,0.06739672700,1.829330e-07,1.829330e-07
13601,0.99999977646,0.04369483399,1.802533e-07,1.802533e-07
13701,0.99999977908,0.04057518000,1.776321e-07,1.776321e-07
13801,0.99999978165,0.07388745400,1.750677e-07,1.750677e-07
13901,0.99999978416,0.07303927600,1.725584e-07,1.725584e-07
14001,0.99999978661,0.08091102801,1.701027e-07,1.701027e-07
14101,0.99999978902,0.05026455299,1.676990e-07,1.676990e-07
14201,0.99999979137,0.03140755100,1.653459e-07,1.653459e-07
14301,0.99999979367,0.06713205599,1.630420e-07,1.630420e-07
14401,0.99999979593,0.06864285699,1.607860e-07,1.607860e-07
14501,0.99999979814,0.07732837400,1.585764e-07,1.585764e-07
14601,0.99999980030,0.06225279300,1.564121e-07,1.564121e-07
14701,0.99999980242,0.08277212101,1.542918e-07,1.542918e-07
14801,0.99999980450,0.07890904800,1.522144e-07,1.522144e-07
14901,0.99999980654,0.08275366201,1.501786e-07,1.501786e-07
15001,0.99999980853,0.07482767799,1.481834e-07,1.481834e-07
15101,0.99999981049,0.08346250901,1.462277e-07,1.462277e-07
15201,0.99999981241,0.06309310300,1.443104e-07,1.443104e-07
15301,0.99999981429,0.05130189500,1.424307e-07,1.424307e-07
15401,0.99999981613,0.07712414800,1.405874e-07,1.405874e-07
15501,0.99999981794,0.07138892400,1.387797e-07,1.387797e-07
15601,0.99999981971,0.08871460901,1.370066e-07,1.370066e-07
15701,0.99999982145,0.05750859600,1.352673e-07,1.352673e-07
15801,0.99999982315,0.07402236100,1.335609e-07,1.335609e-07
15901,0.99999982483,0.06679222299,1.318866e-07,1.318866e-07
16001,0.99999982647,0.07405693800,1.302436e-07,1.302436e-07
16101,0.99999982808,0.07911975001,1.286311e-07,1.286311e-07
16201,0.99999982967,0.08437043900,1.270484e-07,1.270484e-07
16301,0.99999983122,0.08366361599,1.254947e-07,1.254947e-07
16401,0.99999983275,0.03555312801,1.239693e-07,1.239693e-07
16501,0.99999983424,0.05205490200,1.224716e-07,1.224716e-07
16601,0.99999983571,0.06518287100,1.210009e-07,1.210009e-07
16701,0.99999983716,0.03905573901,1.195565e-07,1.195565e-07
16801,0.99999983858,0.10168627201,1.181378e-07,1.181378e-07
16901,0.99999983997,0.07629302300,1.167443e-07,1.167443e-07
17001,0.99999984134,0.08027583400,1.153752e-07,1.153752e-07
17101,0.99999984269,0.07937483399,1.140301e-07,1.140301e-07
17201,0.99999984401,0.10186008400,1.127084e-07,1.127084e-07
17301,0.99999984531,0.08544200100,1.114095e-07,1.114095e-07
17401,0.99999984658,0.08473507200,1.101330e-07,1.101330e-07
17501,0.99999984784,0.03679581299,1.088782e-07,1.088782e-07
17601,0.99999984907,0.10907820500,1.076448e-07,1.076448e-07
17701,0.99999985028,0.09048931500,1.064323e-07,1.064323e-07
17801,0.99999985148,0.05422863300,1.052401e-07,1.052401e-07
17901,0.99999985265,0.05316693100,1.040678e-07,1.040678e-07
18001,0.99999985380,0.07322652300,1.029151e-07,1.029151e-07
18101,0.99999985493,0.10185022501,1.017813e-07,1.017813e-07
18201,0.99999985605,0.06437319600,1.006662e-07,1.006662e-07
18301,0.99999985715,0.08694580800,9.956936e-08,9.956936e-08
18401,0.99999985823,0.05555810800,9.849033e-08,9.849033e-08
18501,0.99999985929,0.10504492800,9.742875e-08,9.742875e-08
18601,0.99999986033,0.09349410400,9.638424e-08,9.638424e-08
18701,0.99999986136,0.04106244299,9.535644e-08,9.535644e-08
18801,0.99999986237,0.09079543599,9.434499e-08,9.434499e-08
18901,0.99999986337,0.05608742200,9.334956e-08,9.334956e-08
19001,0.99999986435,0.09065321999,9.236979e-08,9.236979e-08
19101,0.99999986531,0.06026808100,9.140538e-08,9.140538e-08
19201,0.99999986626,0.05853181500,9.045599e-08,9.045599e-08
19301,0.99999986719,0.11522058801,8.952132e-08,8.952132e-08
19401,0.99999986811,0.09019892699,8.860107e-08,8.860107e-08
19501,0.99999986902,0.09862912200,8.769493e-08,8.769493e-08
19601,0.99999986991,0.07718209499,8.680263e-08,8.680263e-08
19701,0.99999987079,0.05306239199,8.592388e-08,8.592388e-08
19801,0.99999987166,0.08266579801,8.505841e-08,8.505841e-08
19901,0.99999987251,0.10820108700,8.420595e-08,8.420595e-08
20001,0.99999987335,0.09168292499,8.336624e-08,8.336624e-08
20101,0.99999987418,0.05819986001,8.253904e-08,8.253904e-08
20201,0.99999987499,0.10047723100,8.172408e-08,8.172408e-08
20301,0.99999987579,0.08731976700,8.092114e-08,8.092114e-08
20401,0.99999987659,0.10608100001,8.012998e-08,8.012998e-08
20501,0.99999987737,0.09816910600,7.935036e-08,7.935036e-08
20601,0.99999987813,0.11495237899,7.858207e-08,7.858207e-08
20701,0.99999987889,0.08724962000,7.782489e-08,7.782489e-08
20801,0.99999987964,0.07148731200,7.707860e-08,7.707860e-08
20901,0.99999988037,0.10419812200,7.634299e-08,7.634299e-08
21001,0.99999988110,0.10640027799,7.561787e-08,7.561787e-08
21101,0.99999988181,0.08762269601,7.490303e-08,7.490303e-08
21201,0.99999988252,0.06530668800,7.419828e-08,7.419828e-08
21301,0.99999988321,0.07194718400,7.350343e-08,7.350343e-08
21401,0.99999988390,0.09883460699,7.281830e-08,7.281830e-08
21501,0.99999988457,0.11435629900,7.214271e-08,7.214271e-08
21601,0.99999988524,0.13814471700,7.147647e-08,7.147647e-08
21701,0.99999988590,0.09788895301,7.081943e-08,7.081943e-08
21801,0.99999988654,0.07973363400,7.017140e-08,7.017140e-08
21901,0.99999988718,0.11465241200,6.953223e-08,6.953223e-08
22001,0.99999988781,0.13643953200,6.890175e-08,6.890175e-08
22101,0.99999988844,0.13382870000,6.827981e-08,6.827981e-08
22201,0.99999988905,0.11349200501,6.766626e-08,6.766626e-08
22301,0.99999988965,0.06962960601,6.706094e-08,6.706094e-08
22401,0.99999989025,0.09930564200,6.646371e-08,6.646371e-08
22501,0.99999989084,0.08807122200,6.587442e-08,6.587442e-08
22601,0.99999989142,0.07212956100,6.529294e-08,6.529294e-08
22701,0.99999989200,0.11240293900,6.471912e-08,6.471912e-08
22801,0.99999989256,0.09787668800,6.415285e-08,6.415285e-08
22901,0.99999989312,0.08136838699,6.359396e-08,6.359396e-08
23001,0.99999989367,0.12981044501,6.304235e-08,6.304235e-08
23101,0.99999989422,0.11368998500,6.249789e-08,6.249789e-08
23201,0.99999989476,0.09087717401,6.196045e-08,6.196045e-08
23301,0.99999989529,0.09790166801,6.142992e-08,6.142992e-08
23401,0.99999989581,0.07315707100,6.090618e-08,6.090618e-08
23501,0.99999989633,0.08244771000,6.038910e-08,6.038910e-08
23601,0.99999989684,0.11643675600,5.987858e-08,5.987858e-08
23701,0.99999989734,0.13692677600,5.937450e-08,5.937450e-08
23801,0.99999989784,0.06778173400,5.887678e-08,5.887678e-08
23901,0.99999989833,0.08902832400,5.838528e-08,5.838528e-08
24001,0.99999989882,0.09311181300,5.789991e-08,5.789991e-08
24101,0.99999989930,0.10281629500,5.742058e-08,5.742058e-08
24201,0.99999989977,0.06712244300,5.694717e-08,5.694717e-08
24301,0.99999990024,0.07895278500,5.647959e-08,5.647959e-08
24401,0.99999990070,0.07891946699,5.601775e-08,5.601775e-08
24501,0.99999990115,0.09271103100,5.556155e-08,5.556155e-08
24601,0.99999990160,0.13824910200,5.511090e-08,5.511090e-08
24701,0.99999990205,0.08244770700,5.466571e-08,5.466571e-08
24801,0.99999990249,0.18075308899,5.422590e-08,5.422590e-08
24901,0.99999990292,0.10655617301,5.379138e-08,5.379138e-08
25001,0.99999990335,0.09615795201,5.336206e-08,5.336206e-08
25101,0.99999990378,0.14461380300,5.293786e-08,5.293786e-08
25201,0.99999990420,0.12002940899,5.251869e-08,5.251869e-08
25301,0.99999990461,0.07586299801,5.210449e-08,5.210449e-08
25401,0.99999990502,0.10124423800,5.169517e-08,5.169517e-08
25501,0.99999990543,0.05850923399,5.129066e-08,5.129066e-08
25601,0.99999990582,0.12632389599,5.089087e-08,5.089087e-08
25701,0.99999990622,0.12131156599,5.049575e-08,5.049575e-08
25801,0.99999990661,0.12181452601,5.010520e-08,5.010520e-08
25901,0.99999990700,0.09912419399,4.971917e-08,4.971917e-08
26001,0.99999990738,0.10076440200,4.933759e-08,4.933759e-08
