1,0.005302
2,0.005090
3,0.000037
4,0.000031
5,0.000025
6,0.000024
7,0.000024
8,0.000027
9,0.000025
10,0.000025
11,0.000038
12,0.000034
13,0.000032
14,0.000034
15,0.000032
16,0.000032
17,0.000040
18,0.000030
19,0.000035
20,0.000057
21,0.000032
22,0.000025
23,0.000025
24,0.000025
25,0.000024
26,0.000025
27,0.000024
28,0.000025
29,0.001253
30,0.000053
31,0.000051
32,0.000050
33,0.000040
34,0.000051
35,0.000039
36,0.000040
37,0.000401
38,0.000192
39,0.000103
40,0.000026
41,0.000047
42,0.000032
43,0.000031
44,0.000109
45,0.000092
46,0.000094
47,0.000089
48,0.000091
49,0.000033
50,0.000031
51,0.000030
52,0.000031
53,0.000030
54,0.000266
55,0.000123
56,0.000042
57,0.000141
58,0.000220
59,0.000033
60,0.000125
61,0.000123
62,0.000033
63,0.000032
64,0.000033
65,0.000246
66,0.000033
67,0.000034
68,0.000033
69,0.000043
70,0.000177
71,0.000033
72,0.000032
73,0.000032
74,0.000051
75,0.000139
76,0.000041
77,0.000200
78,0.000192
79,0.000192
80,0.000037
81,0.000035
82,0.000044
83,0.000034
84,0.000035
85,0.000160
86,0.000037
87,0.000038
88,0.000046
89,0.000144
90,0.000120
91,0.000044
92,0.000134
93,0.000055
94,0.000249
95,0.000034
96,0.000043
97,0.000288
98,0.000040
99,0.000152
100,0.000615
101,0.000107
102,0.000094
103,0.000134
104,0.000035
105,0.000178
106,0.000109
107,0.000126
108,0.000159
109,0.000029
110,0.000049
111,0.000142
112,0.000143
113,0.000575
114,0.000046
115,0.000140
116,0.000236
117,0.000056
118,0.000190
119,0.000234
120,0.000037
121,0.000035
122,0.000034
123,0.000054
124,0.000122
125,0.000035
126,0.000041
127,0.000108
128,0.000137
129,0.000054
130,0.000147
131,0.000133
132,0.000039
133,0.000037
134,0.000037
135,0.000040
136,0.000038
137,0.000120
138,0.000039
139,0.000156
140,0.000111
141,0.000121
142,0.000217
143,0.000214
144,0.000125
145,0.000151
146,0.000107
147,0.000060
148,0.000085
149,0.000101
150,0.000101
151,0.000123
152,0.000044
153,0.000120
154,0.000103
155,0.000168
156,0.000101
157,0.000096
158,0.000096
159,0.000171
160,0.000093
161,0.000147
162,0.000101
163,0.000099
164,0.000106
165,0.000104
166,0.000113
167,0.000087
168,0.000100
169,0.000287
170,0.000163
171,0.000104
172,0.000093
173,0.000351
174,0.000116
175,0.000095
176,0.000093
177,0.000121
178,0.000030
179,0.000030
180,0.000089
181,0.000144
182,0.000102
183,0.000283
184,0.000303
185,0.000109
186,0.000119
187,0.000100
188,0.000118
189,0.000104
190,0.000125
191,0.000070
192,0.000055
193,0.000054
194,0.000094
195,0.000150
196,0.000099
197,0.000104
198,0.000099
199,0.000118
200,0.000063
201,0.000152
202,0.000093
203,0.000095
204,0.000133
205,0.000094
206,0.000184
207,0.000104
208,0.000267
209,0.000150
210,0.000152
211,0.000118
212,0.000274
213,0.000104
214,0.000045
215,0.000114
216,0.000338
217,0.000112
218,0.000103
219,0.000102
220,0.000106
221,0.000108
222,0.000103
223,0.000101
224,0.000242
225,0.000165
226,0.000380
227,0.000108
228,0.000039
229,0.000160
230,0.000096
231,0.000126
232,0.000097
233,0.000104
234,0.000033
235,0.000038
236,0.000104
237,0.000097
238,0.000086
239,0.000236
240,0.000161
241,0.000100
242,0.000088
243,0.000105
244,0.000045
245,0.000044
246,0.000053
247,0.000104
248,0.000129
249,0.000104
250,0.000042
251,0.000039
252,0.000041
253,0.000045
254,0.000044
255,0.000115
256,0.000089
257,0.000089
258,0.000050
259,0.000922
260,0.000117
261,0.000040
262,0.000050
263,0.000103
264,0.000076
265,0.000082
266,0.000052
267,0.000050
268,0.000063
269,0.000056
270,0.000057
271,0.000051
272,0.000035
273,0.000034
274,0.000050
275,0.000071
276,0.000065
277,0.000041
278,0.000047
279,0.000059
280,0.000058
281,0.000035
282,0.000033
283,0.000051
284,0.000051
285,0.000191
286,0.000135
287,0.000045
288,0.000093
289,0.000053
290,0.000057
291,0.000052
