1,0.138813
2,0.150762
3,0.226667
4,0.231865
5,0.237566
6,0.232373
7,0.243151
8,0.239831
9,0.236117
10,0.232157
11,0.256625
12,0.247218
13,0.230044
14,0.235572
15,0.239288
16,0.220988
17,0.237444
18,0.236409
19,0.237793
20,0.237255
21,0.224170
22,0.233094
23,0.244908
24,0.238850
25,0.251225
26,0.240957
27,0.232409
28,0.236376
29,0.251790
30,0.243222
31,0.222662
32,0.234815
33,0.239266
34,0.240196
35,0.240900
36,0.231334
37,0.243805
38,0.245017
39,0.243965
40,0.227937
41,0.235775
42,0.244378
43,0.238617
44,0.249681
45,0.235545
46,0.240539
47,0.254242
48,0.245305
49,0.236457
50,0.243519
51,0.230711
52,0.240155
53,0.242318
54,0.232005
55,0.233247
56,0.242212
57,0.239746
58,0.237909
59,0.249172
60,0.240140
61,0.255502
62,0.230753
63,0.241354
64,0.242106
65,0.229540
66,0.228591
67,0.241694
68,0.226820
69,0.228374
70,0.238857
71,0.227571
72,0.234795
73,0.234049
74,0.224195
75,0.239726
76,0.242652
77,0.235157
78,0.228313
79,0.247903
80,0.228781
81,0.234042
82,0.225141
83,0.250172
84,0.253608
85,0.240816
86,0.243045
87,0.237720
88,0.250347
89,0.234554
90,0.238051
91,0.247239
92,0.250057
93,0.253533
94,0.241095
95,0.258316
96,0.260845
97,0.249445
98,0.232009
99,0.241040
100,0.229779
101,0.243838
102,0.236555
103,0.237785
104,0.238294
105,0.243490
106,0.237860
107,0.236043
108,0.241269
109,0.237815
110,0.244690
111,0.231205
112,0.229308
113,0.231996
114,0.242916
115,0.233894
116,0.237573
117,0.244905
118,0.237333
119,0.240247
120,0.238184
121,0.231050
122,0.242081
123,0.232551
124,0.246189
125,0.241021
126,0.256590
127,0.240379
128,0.252603
129,0.229938
130,0.244576
131,0.241668
132,0.234842
133,0.246445
134,0.244386
135,0.239285
136,0.241721
137,0.238082
138,0.250366
139,0.236132
140,0.233709
141,0.238974
142,0.242919
143,0.245793
144,0.242973
145,0.247653
146,0.237109
147,0.242850
148,0.228502
149,0.241242
150,0.238199
151,0.230322
152,0.241262
153,0.244486
154,0.226555
155,0.245211
156,0.231948
157,0.255235
158,0.269057
159,0.248071
160,0.243842
161,0.234526
162,0.237237
163,0.259738
164,0.235092
165,0.246864
166,0.253437
167,0.231640
168,0.242570
169,0.234715
170,0.238889
171,0.238098
172,0.236471
173,0.231859
174,0.248205
175,0.256201
176,0.240614
177,0.243598
178,0.239965
179,0.252712
180,0.267313
181,0.229584
182,0.244776
183,0.249491
184,0.246099
185,0.240376
186,0.232311
187,0.237836
188,0.234519
189,0.234309
190,0.243963
191,0.240115
192,0.254373
193,0.252858
194,0.250234
195,0.229746
196,0.267190
197,0.241185
198,0.237165
199,0.241992
