ThreadCount,Time
8,0.308712
8,0.357062
8,0.342627
8,0.358003
8,0.299131
8,0.392015
8,0.324314
8,0.371802
8,0.318856
8,0.372971
8,0.407000
8,0.397212
8,0.354890
8,0.337406
8,0.369533
8,0.343610
8,0.361556
8,0.370459
8,0.352566
8,0.297426
8,0.393480
8,0.408642
8,0.296853
8,0.402006
8,0.350535
8,0.310800
8,0.373283
8,0.311339
8,0.294732
8,0.335410
8,0.326588
8,0.314033
8,0.333556
9,0.380774
9,0.315210
9,0.323493
9,0.347021
9,0.331095
9,0.384820
9,0.328213
9,0.396044
9,0.301518
9,0.331985
9,0.364519
9,0.398261
9,0.350957
9,0.302290
9,0.361293
9,0.339314
9,0.335409
9,0.365725
9,0.351598
9,0.412026
9,0.373359
9,0.330619
9,0.348469
9,0.325853
9,0.288191
9,0.361798
9,0.277924
9,0.303858
9,0.341769
9,0.390640
9,0.273148
9,0.336217
9,0.382910
9,0.370117
9,0.308420
9,0.299305
9,0.284879
9,0.408120
9,0.364883
9,0.317386
9,0.302798
9,0.346602
9,0.289502
9,0.314843
9,0.303841
9,0.303544
9,0.299409
9,0.324685
9,0.362518
9,0.355427
10,0.311508
10,0.415725
10,0.368810
10,0.371452
10,0.308950
10,0.306305
10,0.364417
10,0.366758
10,0.338553
10,0.300617
10,0.361044
10,0.295117
10,0.316656
10,0.325579
10,0.334880
10,0.335271
10,0.296920
10,0.301669
10,0.335865
10,0.319963
10,0.409628
10,0.321981
10,0.343439
10,0.352104
10,0.312075
10,0.303547
10,0.263998
10,0.377060
10,0.341224
10,0.321887
10,0.293691
10,0.315453
10,0.322618
10,0.291025
10,0.293578
10,0.357660
10,0.366335
10,0.287604
10,0.315850
10,0.339395
10,0.321621
10,0.337716
10,0.319648
10,0.359450
10,0.294464
10,0.308652
10,0.359000
10,0.286480
10,0.298590
10,0.372992
11,0.335837
11,0.347146
11,0.320181
11,0.347019
11,0.308824
11,0.302271
11,0.280287
11,0.348764
11,0.307484
11,0.259953
11,0.326914
11,0.340225
11,0.309443
11,0.336122
11,0.294844
11,0.268119
11,0.321120
11,0.317649
11,0.314577
11,0.299096
11,0.378173
11,0.293523
11,0.307504
11,0.306977
11,0.279331
11,0.358139
11,0.341607
11,0.303315
11,0.302363
11,0.339430
11,0.302215
11,0.336064
11,0.331740
11,0.308277
11,0.281184
11,0.322093
11,0.309823
11,0.349256
11,0.373927
11,0.280221
11,0.279361
11,0.359925
11,0.288900
11,0.340982
11,0.322817
11,0.338049
11,0.287099
11,0.339690
11,0.315919
11,0.328862
12,0.376325
12,0.287202
12,0.327338
12,0.266282
12,0.340968
12,0.351392
12,0.314435
12,0.276588
12,0.294652
12,0.303808
12,0.276106
12,0.294789
12,0.294301
12,0.371776
12,0.337544
12,0.318276
12,0.298494
12,0.335549
12,0.326163
12,0.296515
12,0.270458
12,0.298596
12,0.292347
12,0.282040
12,0.346251
12,0.279834
12,0.317427
12,0.283342
12,0.291243
12,0.314101
12,0.311931
12,0.275881
12,0.341044
12,0.344400
12,0.289060
12,0.319195
12,0.255057
12,0.378938
12,0.336245
12,0.299750
12,0.307098
12,0.307139
12,0.320754
12,0.320019
12,0.286547
12,0.307090
12,0.266863
12,0.300035
12,0.274699
12,0.358855
13,0.296073
13,0.305389
13,0.312928
13,0.307829
13,0.319672
13,0.274926
13,0.295069
13,0.312392
13,0.321733
13,0.308996
13,0.325467
13,0.304153
13,0.315207
13,0.297457
13,0.292641
13,0.295188
13,0.318047
13,0.346346
13,0.281475
13,0.346192
13,0.277884
13,0.298698
13,0.301173
13,0.300169
13,0.326202
13,0.311690
13,0.333588
13,0.279923
13,0.353285
13,0.305341
13,0.332385
13,0.298941
13,0.271892
13,0.334743
13,0.340379
13,0.313084
13,0.310246
13,0.298975
13,0.270269
13,0.269509
13,0.300542
13,0.321950
13,0.292746
13,0.289747
13,0.300904
13,0.291175
13,0.311277
13,0.334589
13,0.298298
13,0.293573
14,0.313423
14,0.317618
14,0.353787
14,0.279315
14,0.324727
14,0.322098
14,0.327971
14,0.299282
14,0.281434
14,0.275355
14,0.320934
14,0.308505
14,0.301709
14,0.300453
14,0.316490
14,0.293400
14,0.299883
14,0.302109
14,0.313824
14,0.302802
14,0.302124
14,0.255908
14,0.327588
14,0.297772
14,0.266299
14,0.375388
14,0.285459
14,0.295676
14,0.322952
14,0.307810
14,0.322045
14,0.314964
14,0.332393
14,0.329744
14,0.280473
14,0.325014
14,0.297774
14,0.292998
14,0.334194
14,0.320412
14,0.324043
14,0.293707
14,0.305442
14,0.325825
14,0.272438
14,0.324154
14,0.325991
14,0.294336
14,0.313837
14,0.288426
15,0.276197
15,0.262685
15,0.314677
15,0.322532
15,0.269666
15,0.271173
15,0.259087
15,0.302880
15,0.322141
15,0.312458
15,0.308281
15,0.300764
15,0.266993
15,0.303711
15,0.279514
15,0.305964
15,0.255518
15,0.297517
15,0.299879
15,0.260513
15,0.315511
15,0.330405
15,0.285064
15,0.279710
15,0.286176
15,0.307565
15,0.323789
15,0.275840
15,0.286946
15,0.310522
15,0.345865
15,0.293534
15,0.353909
15,0.347637
15,0.284303
15,0.269397
15,0.339132
15,0.353317
15,0.254128
15,0.286578
15,0.297051
15,0.321685
15,0.318764
15,0.314818
15,0.332030
15,0.281766
15,0.346403
15,0.305784
15,0.278685
15,0.293563
16,0.384489
16,0.330308
16,0.281385
16,0.295839
16,0.295198
16,0.331363
16,0.290984
16,0.268868
16,0.293806
16,0.285850
16,0.315693
16,0.280360
16,0.341772
16,0.295769
16,0.296327
16,0.359970
16,0.281252
16,0.296661
16,0.257214
16,0.318578
16,0.291515
16,0.302538
16,0.361448
16,0.313384
16,0.316654
16,0.301529
16,0.269445
16,0.312150
16,0.302681
16,0.314612
16,0.336331
16,0.316698
16,0.282389
16,0.309344
16,0.314839
16,0.305530
16,0.304127
16,0.316926
16,0.301230
16,0.278291
16,0.281012
16,0.304614
16,0.314781
16,0.294569
16,0.271703
16,0.336035
16,0.308725
16,0.276817
16,0.266676
16,0.292323
17,0.311497
17,0.303175
17,0.289796
17,0.311842
17,0.294587
17,0.303716
17,0.331302
17,0.306372
17,0.265400
17,0.303989
17,0.313837
17,0.341961
17,0.327866
17,0.294384
17,0.285618
17,0.300712
17,0.274759
17,0.288966
17,0.291517
17,0.299801
17,0.328718
17,0.275546
17,0.293786
17,0.311813
17,0.297786
17,0.337238
17,0.299947
17,0.274913
17,0.303986
17,0.284983
17,0.268547
17,0.313214
17,0.265563
17,0.342654
17,0.270230
17,0.306051
17,0.303247
17,0.270173
17,0.303293
17,0.279876
17,0.276290
17,0.311426
17,0.298485
17,0.271129
17,0.291558
17,0.330027
17,0.268965
17,0.279992
17,0.268866
17,0.296243
18,0.268479
18,0.263793
18,0.269168
18,0.313876
18,0.255276
18,0.291303
18,0.333157
18,0.283721
18,0.293443
18,0.245623
18,0.292357
18,0.296594
18,0.247749
18,0.283977
18,0.290645
18,0.275011
18,0.277282
18,0.278851
18,0.326946
18,0.316652
18,0.283278
18,0.299912
18,0.280424
18,0.287997
18,0.299228
18,0.296582
18,0.254036
18,0.287644
18,0.270850
18,0.324987
18,0.331448
18,0.294271
18,0.251483
18,0.274514
18,0.307149
18,0.308324
18,0.277309
18,0.300802
18,0.338578
18,0.320512
18,0.267673
18,0.316820
18,0.320142
18,0.291738
18,0.267061
18,0.288870
18,0.296320
18,0.291702
18,0.290663
18,0.302164
19,0.282304
19,0.283974
19,0.262762
19,0.326317
19,0.293654
19,0.269090
19,0.307647
19,0.272304
19,0.281020
19,0.308755
19,0.310717
19,0.298215
19,0.256977
19,0.292398
19,0.328670
19,0.289730
19,0.310593
19,0.314093
19,0.302983
19,0.278821
19,0.277804
19,0.288778
19,0.315960
19,0.257510
19,0.290516
19,0.271592
19,0.271732
19,0.308665
19,0.401149
19,0.330276
19,0.272057
19,0.292234
19,0.278283
19,0.292066
19,0.313592
19,0.324661
19,0.291072
19,0.268099
19,0.343699
19,0.288340
19,0.324435
19,0.286691
19,0.276101
19,0.278888
19,0.305723
19,0.283799
19,0.287297
19,0.288900
19,0.316083
19,0.248781
20,0.312709
20,0.324276
20,0.334525
20,0.276020
20,0.276293
20,0.292141
20,0.293449
20,0.270035
20,0.311516
20,0.291228
20,0.273832
20,0.275145
20,0.324027
20,0.282117
20,0.307811
20,0.289830
20,0.289330
20,0.275474
20,0.283866
20,0.270674
20,0.286608
20,0.304728
20,0.307907
20,0.288853
20,0.255099
20,0.346521
20,0.264871
20,0.306469
20,0.320903
20,0.286993
20,0.285575
20,0.262438
20,0.305074
20,0.342190
20,0.274109
20,0.261818
20,0.250996
20,0.296150
20,0.281157
20,0.272982
20,0.333400
20,0.285699
20,0.302507
20,0.288222
20,0.324883
20,0.285061
20,0.268866
20,0.266173
20,0.307497
20,0.265565
21,0.326604
21,0.328350
21,0.293883
21,0.331038
21,0.300873
21,0.259932
21,0.297508
21,0.288486
21,0.297050
21,0.275945
21,0.310564
21,0.304047
21,0.324857
21,0.298908
21,0.290874
21,0.305354
21,0.260183
21,0.261459
21,0.281194
21,0.309600
21,0.269685
21,0.312610
21,0.321918
21,0.297708
21,0.303886
21,0.290546
21,0.263293
21,0.321159
21,0.306474
21,0.291307
21,0.284851
21,0.260378
21,0.311196
21,0.273372
21,0.262229
21,0.279729
21,0.302967
21,0.325086
21,0.307968
21,0.260946
21,0.313554
21,0.266020
21,0.272066
21,0.312862
21,0.271253
21,0.275523
21,0.291214
21,0.313834
21,0.286120
21,0.316610
22,0.270632
22,0.315393
22,0.307765
22,0.289696
22,0.362646
22,0.293981
22,0.306577
22,0.331136
22,0.287629
22,0.286197
22,0.311021
22,0.306392
22,0.299727
22,0.299175
22,0.284019
22,0.328062
22,0.301973
22,0.269887
22,0.318707
22,0.293487
22,0.311289
22,0.296161
22,0.306864
22,0.302994
22,0.270822
22,0.310414
22,0.328900
22,0.324069
22,0.294886
22,0.293950
22,0.258963
22,0.274868
22,0.274625
22,0.273964
22,0.297763
22,0.261789
22,0.274999
22,0.280863
22,0.317129
22,0.312019
22,0.302645
22,0.300438
22,0.313133
22,0.262049
22,0.288983
22,0.314384
22,0.306695
22,0.302545
22,0.299616
22,0.287851
23,0.257682
23,0.313868
23,0.274714
23,0.305660
23,0.267727
23,0.319105
23,0.304209
23,0.307170
23,0.266809
23,0.292697
23,0.304144
23,0.321312
23,0.246418
23,0.315400
23,0.295292
23,0.299324
23,0.283788
23,0.320642
23,0.280543
23,0.268189
23,0.325465
23,0.297458
23,0.275616
23,0.271937
23,0.313964
23,0.296911
23,0.311274
23,0.319360
23,0.287740
23,0.298966
23,0.292852
23,0.315519
23,0.311408
23,0.287475
23,0.323298
23,0.303320
23,0.267135
23,0.299752
23,0.326176
23,0.313467
23,0.306618
23,0.304631
23,0.301849
23,0.270287
23,0.315084
23,0.321757
23,0.262870
23,0.322236
23,0.304695
23,0.297914
24,0.270061
24,0.323933
24,0.298513
24,0.295665
24,0.306374
24,0.303997
24,0.309945
24,0.319917
24,0.296944
24,0.324130
24,0.287861
24,0.281609
24,0.294704
24,0.302918
24,0.283827
24,0.282854
24,0.280753
24,0.305871
24,0.287293
24,0.296377
24,0.286751
24,0.282853
24,0.285623
24,0.299383
24,0.319884
24,0.285322
24,0.310205
24,0.269522
24,0.307301
24,0.329722
24,0.281277
24,0.288693
24,0.272590
24,0.327263
24,0.304266
24,0.303551
24,0.293981
24,0.281450
24,0.284904
24,0.329180
24,0.275637
24,0.296927
24,0.311406
24,0.316434
24,0.279016
24,0.282244
24,0.287074
24,0.328683
24,0.286061
24,0.296266
25,0.304193
25,0.302405
25,0.297303
25,0.299748
25,0.289147
25,0.305614
25,0.317817
25,0.293309
25,0.299607
25,0.285553
25,0.275377
25,0.280931
25,0.285473
25,0.309350
25,0.295433
25,0.320731
25,0.277659
25,0.283724
25,0.332600
25,0.317538
25,0.296997
25,0.279586
25,0.316568
25,0.341356
25,0.311286
25,0.312899
25,0.273117
25,0.289226
25,0.305107
25,0.288738
25,0.330163
25,0.318622
25,0.291197
25,0.310197
25,0.326383
25,0.304606
25,0.308136
25,0.278666
25,0.317181
25,0.287593
25,0.305146
25,0.294717
25,0.257152
25,0.297329
25,0.290058
25,0.290290
25,0.302159
25,0.305929
25,0.267231
25,0.310957
26,0.265359
26,0.260661
26,0.293811
26,0.288703
26,0.321769
26,0.306702
26,0.308242
26,0.309891
26,0.283445
26,0.353221
26,0.307075
26,0.320622
26,0.321040
26,0.280084
26,0.294300
26,0.288918
26,0.285372
26,0.300099
26,0.294078
26,0.319478
26,0.283019
26,0.262370
26,0.322402
26,0.298329
26,0.303296
26,0.257855
26,0.318401
26,0.284281
26,0.312137
26,0.271529
26,0.299565
26,0.289133
26,0.288327
26,0.289862
26,0.280490
26,0.295364
26,0.287833
26,0.284091
26,0.281386
26,0.299347
26,0.266547
26,0.270642
26,0.332139
26,0.310112
26,0.330754
26,0.287450
26,0.268807
26,0.301722
26,0.301044
26,0.291238
27,0.289138
27,0.313671
27,0.298221
27,0.288530
27,0.286788
27,0.281330
27,0.291148
27,0.297569
27,0.320509
27,0.323083
27,0.281491
27,0.301402
27,0.300095
27,0.306999
27,0.337804
27,0.280259
27,0.350720
27,0.305016
27,0.323125
27,0.284264
27,0.317343
27,0.282345
27,0.341416
27,0.299494
27,0.288035
27,0.300899
27,0.310234
27,0.285926
27,0.295340
27,0.309883
27,0.280103
27,0.292574
27,0.319270
27,0.263360
27,0.262177
27,0.283983
27,0.305037
27,0.294313
27,0.289225
27,0.286593
27,0.288664
27,0.320865
27,0.268890
27,0.270276
27,0.293302
27,0.344916
27,0.342655
27,0.293771
27,0.313890
27,0.279533
28,0.334144
28,0.287758
28,0.278285
28,0.269241
28,0.310562
28,0.280582
28,0.266879
28,0.282573
28,0.300508
28,0.314203
28,0.261887
28,0.265311
28,0.284539
28,0.326041
28,0.297422
28,0.303963
28,0.297257
28,0.290758
28,0.281764
28,0.274858
28,0.273686
28,0.326818
28,0.297563
28,0.289291
28,0.305403
28,0.292153
28,0.324738
28,0.291378
28,0.289096
28,0.306683
28,0.258809
28,0.304292
28,0.277265
28,0.292170
28,0.324220
28,0.321358
28,0.275033
28,0.284490
28,0.273676
28,0.276041
28,0.301848
28,0.277288
28,0.277012
28,0.308768
28,0.298162
28,0.303390
28,0.256987
28,0.281536
28,0.274568
28,0.288677
29,0.317478
29,0.280944
29,0.320736
29,0.287553
29,0.291697
29,0.300796
29,0.330042
29,0.286136
29,0.291491
29,0.287667
29,0.283486
29,0.298937
29,0.318202
29,0.307417
29,0.301356
29,0.311904
29,0.285925
29,0.299725
29,0.295825
29,0.271063
29,0.296973
29,0.283575
29,0.299324
29,0.314813
29,0.312163
29,0.283756
29,0.290692
29,0.264365
29,0.301864
29,0.297183
29,0.292990
29,0.306600
29,0.309014
29,0.305987
29,0.298904
29,0.274299
29,0.284875
29,0.288586
29,0.296658
29,0.300809
29,0.299523
29,0.332819
29,0.293931
29,0.279703
29,0.269118
29,0.298550
29,0.287837
29,0.280580
29,0.295573
29,0.307931
30,0.299493
30,0.287858
30,0.301549
30,0.285849
30,0.288542
30,0.267539
30,0.296808
30,0.302195
30,0.312946
30,0.304456
30,0.320508
30,0.300812
30,0.304471
30,0.311404
30,0.294615
30,0.279920
30,0.257404
30,0.290994
30,0.292118
30,0.305509
30,0.318897
30,0.284441
30,0.313089
30,0.260615
30,0.302966
30,0.283393
30,0.294831
30,0.300309
30,0.300429
30,0.300832
30,0.336347
30,0.273146
30,0.307315
30,0.286041
30,0.279716
30,0.302219
30,0.299122
30,0.317841
30,0.296722
30,0.289193
30,0.303036
30,0.302280
30,0.283902
30,0.285098
30,0.304621
30,0.304083
30,0.302866
30,0.255640
30,0.302438
30,0.268315
31,0.303390
31,0.267670
31,0.269353
31,0.276193
31,0.322766
31,0.273648
31,0.294097
31,0.290590
31,0.267380
31,0.292991
31,0.274065
31,0.300443
31,0.289989
31,0.271926
31,0.303648
31,0.305920
31,0.314103
31,0.299056
31,0.253457
31,0.292540
31,0.272440
31,0.302895
31,0.276860
31,0.308723
31,0.284532
31,0.299957
31,0.304369
31,0.281284
31,0.289301
31,0.317465
31,0.296701
31,0.293122
31,0.262461
31,0.285108
31,0.281405
31,0.303816
31,0.297417
31,0.292591
31,0.295154
31,0.319499
31,0.287904
31,0.296539
31,0.305223
31,0.305403
31,0.322638
31,0.252367
31,0.291525
31,0.290240
31,0.314310
31,0.302911
32,0.324931
32,0.292728
32,0.296150
32,0.298985
32,0.303030
32,0.303252
32,0.296278
32,0.314806
32,0.285110
32,0.288897
32,0.302229
32,0.314967
32,0.282241
32,0.274275
32,0.325025
32,0.301197
32,0.293336
32,0.296075
32,0.305497
32,0.288166
32,0.284880
32,0.275516
32,0.278356
32,0.255634
32,0.293116
32,0.299319
32,0.305264
32,0.302178
32,0.302905
32,0.278253
32,0.319851
32,0.319380
32,0.281639
32,0.299663
32,0.278066
32,0.307025
32,0.256885
32,0.285383
32,0.296853
32,0.295960
32,0.277930
32,0.304143
32,0.268680
32,0.300834
32,0.293303
32,0.309739
32,0.335898
32,0.259181
32,0.307457
32,0.287023
33,0.285349
33,0.274970
33,0.311340
33,0.293081
33,0.275587
33,0.321967
33,0.297759
33,0.302986
33,0.280547
33,0.292650
33,0.302365
33,0.294965
33,0.297947
33,0.312750
33,0.293051
33,0.295529
33,0.302080
33,0.290659
33,0.288972
33,0.296167
33,0.283375
33,0.289505
33,0.304773
33,0.284982
33,0.274587
33,0.285710
33,0.292585
33,0.285171
33,0.295793
33,0.304024
33,0.288906
33,0.269501
33,0.301745
33,0.280090
33,0.284170
33,0.308049
33,0.296950
33,0.316990
33,0.290101
33,0.288020
33,0.283898
33,0.294085
33,0.291536
33,0.299578
33,0.316045
33,0.317878
33,0.295495
33,0.296493
33,0.295677
33,0.284561
34,0.296229
34,0.322727
34,0.279441
34,0.299829
34,0.299472
34,0.263052
34,0.309092
34,0.288294
34,0.291153
34,0.286694
34,0.287731
34,0.276127
34,0.289072
34,0.279226
34,0.299449
34,0.300554
34,0.301442
34,0.298965
34,0.292019
34,0.280269
34,0.302890
34,0.306402
34,0.282065
34,0.264534
34,0.283309
34,0.290057
34,0.294933
34,0.291524
34,0.289561
34,0.302163
34,0.289237
34,0.294326
34,0.294868
34,0.286600
34,0.312663
34,0.284672
34,0.314636
34,0.293930
34,0.258673
34,0.309937
34,0.285880
34,0.312061
34,0.272492
34,0.313270
34,0.277319
34,0.299338
34,0.276819
34,0.323207
34,0.300261
34,0.296468
35,0.277622
35,0.289161
35,0.288040
35,0.289671
35,0.286348
35,0.291906
35,0.300083
35,0.314335
35,0.280102
35,0.318220
35,0.298561
35,0.291628
35,0.274350
35,0.329132
35,0.287521
35,0.301919
35,0.287104
35,0.281797
35,0.288943
35,0.289034
35,0.283772
35,0.296580
35,0.313749
35,0.301099
35,0.291949
35,0.287034
35,0.316145
35,0.286040
35,0.284050
35,0.294430
35,0.266786
35,0.298682
35,0.314062
35,0.317038
35,0.244744
35,0.296145
35,0.300369
35,0.272786
35,0.288896
35,0.275391
35,0.292763
35,0.278437
35,0.273659
35,0.273385
35,0.286103
35,0.293131
35,0.281124
35,0.306498
35,0.269818
35,0.283816
36,0.280167
36,0.281946
36,0.292321
36,0.299676
36,0.292731
36,0.262328
36,0.277605
36,0.298724
36,0.290011
36,0.289831
36,0.288697
36,0.289776
36,0.316791
36,0.282794
36,0.288673
36,0.295312
36,0.269454
36,0.295492
36,0.306445
36,0.306069
36,0.300146
36,0.291815
36,0.272761
36,0.274696
36,0.266850
36,0.264801
36,0.281221
36,0.285264
36,0.306522
36,0.310939
36,0.271142
36,0.275379
36,0.312318
36,0.298509
36,0.286342
36,0.284866
36,0.276014
36,0.265207
36,0.303620
36,0.289211
36,0.293036
36,0.275459
36,0.291333
36,0.282646
36,0.299662
36,0.287333
36,0.276839
36,0.269405
36,0.278761
36,0.290822
37,0.270267
37,0.303002
37,0.267592
37,0.290793
37,0.301911
37,0.284511
37,0.275602
37,0.301719
37,0.311889
37,0.276882
37,0.295160
37,0.306623
37,0.268721
37,0.297737
37,0.284353
37,0.254578
37,0.279438
37,0.281872
37,0.292651
37,0.273760
37,0.272999
37,0.304604
37,0.264306
37,0.297252
37,0.296745
37,0.314956
37,0.290607
37,0.302243
37,0.297914
37,0.292649
37,0.285959
37,0.301534
37,0.319464
37,0.271430
37,0.297554
37,0.277828
37,0.298834
37,0.307040
37,0.279591
37,0.276801
37,0.316269
37,0.316568
37,0.273395
37,0.318402
37,0.299873
37,0.297653
37,0.262083
37,0.264935
37,0.304577
37,0.295317
38,0.279870
38,0.288437
38,0.294282
38,0.297578
38,0.290399
38,0.306421
38,0.276696
38,0.264143
38,0.273119
38,0.295278
38,0.300537
38,0.289026
38,0.306358
38,0.298289
38,0.285789
38,0.284323
38,0.301873
38,0.306553
38,0.297751
38,0.289323
38,0.293868
38,0.280994
38,0.286840
38,0.286387
38,0.311770
38,0.268340
38,0.290398
38,0.302682
38,0.281823
38,0.300522
38,0.297216
38,0.317073
38,0.278556
38,0.279510
38,0.279787
38,0.288395
38,0.292297
38,0.314928
38,0.271677
38,0.294542
38,0.287516
38,0.280153
38,0.304711
38,0.289072
38,0.288824
38,0.284371
38,0.290003
38,0.280062
38,0.285628
38,0.286264
39,0.277649
39,0.300154
39,0.313846
39,0.293710
39,0.320480
39,0.312741
39,0.281988
39,0.290301
39,0.287722
39,0.287511
39,0.303468
39,0.274913
39,0.276334
39,0.306869
39,0.311794
39,0.296999
39,0.299789
39,0.309202
39,0.311780
39,0.279089
39,0.260494
39,0.262854
39,0.302309
39,0.289983
39,0.301112
39,0.278302
39,0.300747
39,0.294031
39,0.287472
39,0.291536
39,0.309616
39,0.284369
39,0.290147
39,0.282809
39,0.308793
39,0.303627
39,0.288187
39,0.288768
39,0.290482
39,0.280071
39,0.293481
39,0.306893
39,0.288289
39,0.289929
39,0.291422
39,0.295227
39,0.314789
39,0.274685
39,0.290634
39,0.313597
40,0.318403
40,0.307893
40,0.285944
40,0.312741
40,0.265997
40,0.289645
40,0.284300
40,0.298953
40,0.273347
40,0.311472
40,0.298359
40,0.308237
40,0.298069
40,0.275827
40,0.294875
40,0.316519
40,0.279404
40,0.272059
40,0.299501
40,0.296768
40,0.251146
40,0.277434
40,0.292485
40,0.277030
40,0.265253
40,0.290980
40,0.291199
40,0.305201
40,0.292374
40,0.274204
40,0.267121
40,0.292112
40,0.293051
40,0.283571
40,0.292271
40,0.295201
40,0.290893
40,0.289523
40,0.299074
40,0.268198
40,0.304232
40,0.277816
40,0.300916
40,0.297353
40,0.264945
