Particle Size, Serial Sim Approximation, Time, Error, Abs Error
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
501,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000000,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
601,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000000,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000000,3.916192e-08,3.916192e-08
701,1.000000,0.000000,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000000,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000000,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
701,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000000,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
801,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000001,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
901,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000001,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1001,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1101,1.000000,0.000000,3.916192e-08,3.916192e-08
1101,1.000000,0.000001,3.916192e-08,3.916192e-08
1201,1.000000,0.000001,3.916192e-08,3.916192e-08
1201,1.000000,0.000001,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000001,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000001,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000001,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1201,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000001,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1301,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000001,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000001,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000001,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000001,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1401,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000001,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1501,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000001,3.916192e-08,3.916192e-08
1601,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000000,3.916192e-08,3.916192e-08
1701,1.000000,0.000001,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000001,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000001,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000001,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000001,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000001,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1801,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000001,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
1901,1.000000,0.000000,3.916192e-08,3.916192e-08
