Particle Size, Parallel Sim Approximation, Time, Error, Abs Error
501,1.000000,0.004144,3.916192e-08,3.916192e-08
501,1.000000,0.001219,3.916192e-08,3.916192e-08
501,1.000000,0.003730,3.916192e-08,3.916192e-08
501,1.000000,0.001341,3.916192e-08,3.916192e-08
501,1.000000,0.003654,3.916192e-08,3.916192e-08
501,1.000000,0.005176,3.916192e-08,3.916192e-08
501,1.000000,0.002247,3.916192e-08,3.916192e-08
501,1.000000,0.005880,3.916192e-08,3.916192e-08
501,1.000000,0.003597,3.916192e-08,3.916192e-08
501,1.000000,0.001424,3.916192e-08,3.916192e-08
501,1.000000,0.003641,3.916192e-08,3.916192e-08
501,1.000000,0.001113,3.916192e-08,3.916192e-08
501,1.000000,0.004497,3.916192e-08,3.916192e-08
501,1.000000,0.006298,3.916192e-08,3.916192e-08
501,1.000000,0.006215,3.916192e-08,3.916192e-08
501,1.000000,0.004089,3.916192e-08,3.916192e-08
501,1.000000,0.003711,3.916192e-08,3.916192e-08
601,1.000000,0.003733,3.916192e-08,3.916192e-08
601,1.000000,0.007777,3.916192e-08,3.916192e-08
601,1.000000,0.004990,3.916192e-08,3.916192e-08
601,1.000000,0.004498,3.916192e-08,3.916192e-08
601,1.000000,0.000851,3.916192e-08,3.916192e-08
601,1.000000,0.002026,3.916192e-08,3.916192e-08
601,1.000000,0.001672,3.916192e-08,3.916192e-08
601,1.000000,0.001858,3.916192e-08,3.916192e-08
601,1.000000,0.004069,3.916192e-08,3.916192e-08
601,1.000000,0.004688,3.916192e-08,3.916192e-08
601,1.000000,0.001378,3.916192e-08,3.916192e-08
601,1.000000,0.001272,3.916192e-08,3.916192e-08
601,1.000000,0.006127,3.916192e-08,3.916192e-08
601,1.000000,0.002653,3.916192e-08,3.916192e-08
601,1.000000,0.004279,3.916192e-08,3.916192e-08
601,1.000000,0.001893,3.916192e-08,3.916192e-08
601,1.000000,0.002706,3.916192e-08,3.916192e-08
601,1.000000,0.001270,3.916192e-08,3.916192e-08
601,1.000000,0.001768,3.916192e-08,3.916192e-08
601,1.000000,0.004180,3.916192e-08,3.916192e-08
601,1.000000,0.001551,3.916192e-08,3.916192e-08
601,1.000000,0.000901,3.916192e-08,3.916192e-08
601,1.000000,0.003738,3.916192e-08,3.916192e-08
601,1.000000,0.003866,3.916192e-08,3.916192e-08
601,1.000000,0.005751,3.916192e-08,3.916192e-08
701,1.000000,0.004191,3.916192e-08,3.916192e-08
701,1.000000,0.008506,3.916192e-08,3.916192e-08
701,1.000000,0.008184,3.916192e-08,3.916192e-08
701,1.000000,0.007024,3.916192e-08,3.916192e-08
701,1.000000,0.007161,3.916192e-08,3.916192e-08
701,1.000000,0.004904,3.916192e-08,3.916192e-08
701,1.000000,0.002642,3.916192e-08,3.916192e-08
701,1.000000,0.001467,3.916192e-08,3.916192e-08
701,1.000000,0.003970,3.916192e-08,3.916192e-08
701,1.000000,0.006213,3.916192e-08,3.916192e-08
701,1.000000,0.006866,3.916192e-08,3.916192e-08
701,1.000000,0.003329,3.916192e-08,3.916192e-08
701,1.000000,0.003463,3.916192e-08,3.916192e-08
701,1.000000,0.006064,3.916192e-08,3.916192e-08
701,1.000000,0.006545,3.916192e-08,3.916192e-08
701,1.000000,0.005893,3.916192e-08,3.916192e-08
701,1.000000,0.001373,3.916192e-08,3.916192e-08
701,1.000000,0.004059,3.916192e-08,3.916192e-08
701,1.000000,0.003230,3.916192e-08,3.916192e-08
701,1.000000,0.004111,3.916192e-08,3.916192e-08
701,1.000000,0.004355,3.916192e-08,3.916192e-08
701,1.000000,0.004165,3.916192e-08,3.916192e-08
701,1.000000,0.005260,3.916192e-08,3.916192e-08
701,1.000000,0.005706,3.916192e-08,3.916192e-08
701,1.000000,0.006858,3.916192e-08,3.916192e-08
801,1.000000,0.005862,3.916192e-08,3.916192e-08
801,1.000000,0.007972,3.916192e-08,3.916192e-08
801,1.000000,0.007584,3.916192e-08,3.916192e-08
801,1.000000,0.004453,3.916192e-08,3.916192e-08
801,1.000000,0.001666,3.916192e-08,3.916192e-08
801,1.000000,0.006640,3.916192e-08,3.916192e-08
801,1.000000,0.002394,3.916192e-08,3.916192e-08
801,1.000000,0.004305,3.916192e-08,3.916192e-08
801,1.000000,0.003398,3.916192e-08,3.916192e-08
801,1.000000,0.004351,3.916192e-08,3.916192e-08
801,1.000000,0.003045,3.916192e-08,3.916192e-08
801,1.000000,0.002208,3.916192e-08,3.916192e-08
801,1.000000,0.002412,3.916192e-08,3.916192e-08
801,1.000000,0.006051,3.916192e-08,3.916192e-08
801,1.000000,0.004299,3.916192e-08,3.916192e-08
801,1.000000,0.007996,3.916192e-08,3.916192e-08
801,1.000000,0.002147,3.916192e-08,3.916192e-08
801,1.000000,0.004911,3.916192e-08,3.916192e-08
801,1.000000,0.001992,3.916192e-08,3.916192e-08
801,1.000000,0.005469,3.916192e-08,3.916192e-08
801,1.000000,0.004566,3.916192e-08,3.916192e-08
801,1.000000,0.005371,3.916192e-08,3.916192e-08
801,1.000000,0.004200,3.916192e-08,3.916192e-08
801,1.000000,0.004233,3.916192e-08,3.916192e-08
801,1.000000,0.002757,3.916192e-08,3.916192e-08
901,1.000000,0.001739,3.916192e-08,3.916192e-08
901,1.000000,0.004692,3.916192e-08,3.916192e-08
901,1.000000,0.005082,3.916192e-08,3.916192e-08
901,1.000000,0.004939,3.916192e-08,3.916192e-08
901,1.000000,0.006202,3.916192e-08,3.916192e-08
901,1.000000,0.004705,3.916192e-08,3.916192e-08
901,1.000000,0.007354,3.916192e-08,3.916192e-08
901,1.000000,0.007315,3.916192e-08,3.916192e-08
901,1.000000,0.003377,3.916192e-08,3.916192e-08
901,1.000000,0.003506,3.916192e-08,3.916192e-08
901,1.000000,0.004561,3.916192e-08,3.916192e-08
901,1.000000,0.005888,3.916192e-08,3.916192e-08
901,1.000000,0.003041,3.916192e-08,3.916192e-08
901,1.000000,0.002056,3.916192e-08,3.916192e-08
901,1.000000,0.004591,3.916192e-08,3.916192e-08
901,1.000000,0.001919,3.916192e-08,3.916192e-08
901,1.000000,0.005615,3.916192e-08,3.916192e-08
901,1.000000,0.007930,3.916192e-08,3.916192e-08
901,1.000000,0.002826,3.916192e-08,3.916192e-08
901,1.000000,0.002090,3.916192e-08,3.916192e-08
901,1.000000,0.004360,3.916192e-08,3.916192e-08
901,1.000000,0.006596,3.916192e-08,3.916192e-08
901,1.000000,0.003352,3.916192e-08,3.916192e-08
901,1.000000,0.002489,3.916192e-08,3.916192e-08
901,1.000000,0.004380,3.916192e-08,3.916192e-08
1001,1.000000,0.002943,3.916192e-08,3.916192e-08
1001,1.000000,0.009414,3.916192e-08,3.916192e-08
1001,1.000000,0.007490,3.916192e-08,3.916192e-08
1001,1.000000,0.004307,3.916192e-08,3.916192e-08
1001,1.000000,0.005837,3.916192e-08,3.916192e-08
1001,1.000000,0.009370,3.916192e-08,3.916192e-08
1001,1.000000,0.006382,3.916192e-08,3.916192e-08
1001,1.000000,0.006009,3.916192e-08,3.916192e-08
1001,1.000000,0.004963,3.916192e-08,3.916192e-08
1001,1.000000,0.005969,3.916192e-08,3.916192e-08
1001,1.000000,0.006695,3.916192e-08,3.916192e-08
1001,1.000000,0.003169,3.916192e-08,3.916192e-08
1001,1.000000,0.004913,3.916192e-08,3.916192e-08
1001,1.000000,0.008255,3.916192e-08,3.916192e-08
1001,1.000000,0.005286,3.916192e-08,3.916192e-08
1001,1.000000,0.007158,3.916192e-08,3.916192e-08
1001,1.000000,0.007407,3.916192e-08,3.916192e-08
1001,1.000000,0.004811,3.916192e-08,3.916192e-08
1001,1.000000,0.006286,3.916192e-08,3.916192e-08
1001,1.000000,0.007746,3.916192e-08,3.916192e-08
1001,1.000000,0.005387,3.916192e-08,3.916192e-08
1001,1.000000,0.002718,3.916192e-08,3.916192e-08
1001,1.000000,0.004732,3.916192e-08,3.916192e-08
1001,1.000000,0.004611,3.916192e-08,3.916192e-08
1001,1.000000,0.002237,3.916192e-08,3.916192e-08
1101,1.000000,0.002480,3.916192e-08,3.916192e-08
1101,1.000000,0.009132,3.916192e-08,3.916192e-08
1101,1.000000,0.003746,3.916192e-08,3.916192e-08
1101,1.000000,0.002747,3.916192e-08,3.916192e-08
1101,1.000000,0.003434,3.916192e-08,3.916192e-08
1101,1.000000,0.005879,3.916192e-08,3.916192e-08
1101,1.000000,0.005024,3.916192e-08,3.916192e-08
1101,1.000000,0.004675,3.916192e-08,3.916192e-08
1101,1.000000,0.007949,3.916192e-08,3.916192e-08
1101,1.000000,0.005463,3.916192e-08,3.916192e-08
1101,1.000000,0.005045,3.916192e-08,3.916192e-08
1101,1.000000,0.014171,3.916192e-08,3.916192e-08
1101,1.000000,0.005071,3.916192e-08,3.916192e-08
1101,1.000000,0.009370,3.916192e-08,3.916192e-08
1101,1.000000,0.005062,3.916192e-08,3.916192e-08
1101,1.000000,0.008379,3.916192e-08,3.916192e-08
1101,1.000000,0.007071,3.916192e-08,3.916192e-08
1101,1.000000,0.004294,3.916192e-08,3.916192e-08
1101,1.000000,0.012258,3.916192e-08,3.916192e-08
1101,1.000000,0.007069,3.916192e-08,3.916192e-08
1101,1.000000,0.009269,3.916192e-08,3.916192e-08
1101,1.000000,0.002537,3.916192e-08,3.916192e-08
1101,1.000000,0.006828,3.916192e-08,3.916192e-08
1101,1.000000,0.002697,3.916192e-08,3.916192e-08
1101,1.000000,0.002444,3.916192e-08,3.916192e-08
1201,1.000000,0.005771,3.916192e-08,3.916192e-08
1201,1.000000,0.006438,3.916192e-08,3.916192e-08
1201,1.000000,0.009250,3.916192e-08,3.916192e-08
1201,1.000000,0.010097,3.916192e-08,3.916192e-08
1201,1.000000,0.005230,3.916192e-08,3.916192e-08
1201,1.000000,0.005533,3.916192e-08,3.916192e-08
1201,1.000000,0.006527,3.916192e-08,3.916192e-08
1201,1.000000,0.009308,3.916192e-08,3.916192e-08
1201,1.000000,0.003543,3.916192e-08,3.916192e-08
1201,1.000000,0.010304,3.916192e-08,3.916192e-08
1201,1.000000,0.005183,3.916192e-08,3.916192e-08
1201,1.000000,0.008510,3.916192e-08,3.916192e-08
1201,1.000000,0.005291,3.916192e-08,3.916192e-08
1201,1.000000,0.005580,3.916192e-08,3.916192e-08
1201,1.000000,0.003404,3.916192e-08,3.916192e-08
1201,1.000000,0.003630,3.916192e-08,3.916192e-08
1201,1.000000,0.007504,3.916192e-08,3.916192e-08
1201,1.000000,0.011459,3.916192e-08,3.916192e-08
1201,1.000000,0.005881,3.916192e-08,3.916192e-08
1201,1.000000,0.002557,3.916192e-08,3.916192e-08
1201,1.000000,0.002918,3.916192e-08,3.916192e-08
1201,1.000000,0.005096,3.916192e-08,3.916192e-08
1201,1.000000,0.002581,3.916192e-08,3.916192e-08
1201,1.000000,0.002688,3.916192e-08,3.916192e-08
1201,1.000000,0.005925,3.916192e-08,3.916192e-08
1301,1.000000,0.010232,3.916192e-08,3.916192e-08
1301,1.000000,0.010943,3.916192e-08,3.916192e-08
1301,1.000000,0.008108,3.916192e-08,3.916192e-08
1301,1.000000,0.006609,3.916192e-08,3.916192e-08
1301,1.000000,0.003638,3.916192e-08,3.916192e-08
1301,1.000000,0.005441,3.916192e-08,3.916192e-08
1301,1.000000,0.006222,3.916192e-08,3.916192e-08
1301,1.000000,0.011146,3.916192e-08,3.916192e-08
1301,1.000000,0.002968,3.916192e-08,3.916192e-08
1301,1.000000,0.005886,3.916192e-08,3.916192e-08
1301,1.000000,0.004189,3.916192e-08,3.916192e-08
1301,1.000000,0.003239,3.916192e-08,3.916192e-08
1301,1.000000,0.007264,3.916192e-08,3.916192e-08
1301,1.000000,0.005366,3.916192e-08,3.916192e-08
1301,1.000000,0.006115,3.916192e-08,3.916192e-08
1301,1.000000,0.003812,3.916192e-08,3.916192e-08
1301,1.000000,0.005016,3.916192e-08,3.916192e-08
1301,1.000000,0.009852,3.916192e-08,3.916192e-08
1301,1.000000,0.007237,3.916192e-08,3.916192e-08
1301,1.000000,0.006151,3.916192e-08,3.916192e-08
1301,1.000000,0.006273,3.916192e-08,3.916192e-08
1301,1.000000,0.009676,3.916192e-08,3.916192e-08
1301,1.000000,0.010585,3.916192e-08,3.916192e-08
1301,1.000000,0.005382,3.916192e-08,3.916192e-08
1301,1.000000,0.002086,3.916192e-08,3.916192e-08
1401,1.000000,0.005722,3.916192e-08,3.916192e-08
1401,1.000000,0.006678,3.916192e-08,3.916192e-08
1401,1.000000,0.005929,3.916192e-08,3.916192e-08
1401,1.000000,0.008079,3.916192e-08,3.916192e-08
1401,1.000000,0.010536,3.916192e-08,3.916192e-08
1401,1.000000,0.009923,3.916192e-08,3.916192e-08
1401,1.000000,0.006829,3.916192e-08,3.916192e-08
1401,1.000000,0.008835,3.916192e-08,3.916192e-08
1401,1.000000,0.003092,3.916192e-08,3.916192e-08
1401,1.000000,0.003213,3.916192e-08,3.916192e-08
1401,1.000000,0.006447,3.916192e-08,3.916192e-08
1401,1.000000,0.002522,3.916192e-08,3.916192e-08
1401,1.000000,0.005382,3.916192e-08,3.916192e-08
1401,1.000000,0.007541,3.916192e-08,3.916192e-08
1401,1.000000,0.006800,3.916192e-08,3.916192e-08
1401,1.000000,0.004873,3.916192e-08,3.916192e-08
1401,1.000000,0.006284,3.916192e-08,3.916192e-08
1401,1.000000,0.004307,3.916192e-08,3.916192e-08
1401,1.000000,0.009251,3.916192e-08,3.916192e-08
1401,1.000000,0.007785,3.916192e-08,3.916192e-08
1401,1.000000,0.006756,3.916192e-08,3.916192e-08
1401,1.000000,0.005847,3.916192e-08,3.916192e-08
1401,1.000000,0.004630,3.916192e-08,3.916192e-08
1401,1.000000,0.004060,3.916192e-08,3.916192e-08
1401,1.000000,0.006256,3.916192e-08,3.916192e-08
1501,1.000000,0.003342,3.916192e-08,3.916192e-08
1501,1.000000,0.007506,3.916192e-08,3.916192e-08
1501,1.000000,0.012078,3.916192e-08,3.916192e-08
1501,1.000000,0.012936,3.916192e-08,3.916192e-08
1501,1.000000,0.009052,3.916192e-08,3.916192e-08
1501,1.000000,0.012116,3.916192e-08,3.916192e-08
1501,1.000000,0.006597,3.916192e-08,3.916192e-08
1501,1.000000,0.010962,3.916192e-08,3.916192e-08
1501,1.000000,0.009098,3.916192e-08,3.916192e-08
1501,1.000000,0.008890,3.916192e-08,3.916192e-08
1501,1.000000,0.009648,3.916192e-08,3.916192e-08
1501,1.000000,0.004337,3.916192e-08,3.916192e-08
1501,1.000000,0.009726,3.916192e-08,3.916192e-08
1501,1.000000,0.006644,3.916192e-08,3.916192e-08
1501,1.000000,0.006731,3.916192e-08,3.916192e-08
1501,1.000000,0.006048,3.916192e-08,3.916192e-08
1501,1.000000,0.009483,3.916192e-08,3.916192e-08
1501,1.000000,0.005328,3.916192e-08,3.916192e-08
1501,1.000000,0.003599,3.916192e-08,3.916192e-08
1501,1.000000,0.005150,3.916192e-08,3.916192e-08
1501,1.000000,0.004994,3.916192e-08,3.916192e-08
1501,1.000000,0.011824,3.916192e-08,3.916192e-08
1501,1.000000,0.008518,3.916192e-08,3.916192e-08
1501,1.000000,0.005196,3.916192e-08,3.916192e-08
1501,1.000000,0.010321,3.916192e-08,3.916192e-08
1601,1.000000,0.009086,3.916192e-08,3.916192e-08
1601,1.000000,0.006031,3.916192e-08,3.916192e-08
1601,1.000000,0.006582,3.916192e-08,3.916192e-08
1601,1.000000,0.008517,3.916192e-08,3.916192e-08
1601,1.000000,0.003369,3.916192e-08,3.916192e-08
1601,1.000000,0.007100,3.916192e-08,3.916192e-08
1601,1.000000,0.003971,3.916192e-08,3.916192e-08
1601,1.000000,0.003949,3.916192e-08,3.916192e-08
1601,1.000000,0.008016,3.916192e-08,3.916192e-08
1601,1.000000,0.010274,3.916192e-08,3.916192e-08
1601,1.000000,0.006312,3.916192e-08,3.916192e-08
1601,1.000000,0.007427,3.916192e-08,3.916192e-08
1601,1.000000,0.011279,3.916192e-08,3.916192e-08
1601,1.000000,0.003503,3.916192e-08,3.916192e-08
1601,1.000000,0.008943,3.916192e-08,3.916192e-08
1601,1.000000,0.010222,3.916192e-08,3.916192e-08
1601,1.000000,0.004357,3.916192e-08,3.916192e-08
1601,1.000000,0.004134,3.916192e-08,3.916192e-08
1601,1.000000,0.004614,3.916192e-08,3.916192e-08
1601,1.000000,0.014063,3.916192e-08,3.916192e-08
1601,1.000000,0.004852,3.916192e-08,3.916192e-08
1601,1.000000,0.010877,3.916192e-08,3.916192e-08
1601,1.000000,0.011601,3.916192e-08,3.916192e-08
1601,1.000000,0.012435,3.916192e-08,3.916192e-08
1601,1.000000,0.011497,3.916192e-08,3.916192e-08
1701,1.000000,0.008476,3.916192e-08,3.916192e-08
1701,1.000000,0.012598,3.916192e-08,3.916192e-08
1701,1.000000,0.004473,3.916192e-08,3.916192e-08
1701,1.000000,0.006460,3.916192e-08,3.916192e-08
1701,1.000000,0.004767,3.916192e-08,3.916192e-08
1701,1.000000,0.013321,3.916192e-08,3.916192e-08
1701,1.000000,0.009365,3.916192e-08,3.916192e-08
1701,1.000000,0.007647,3.916192e-08,3.916192e-08
1701,1.000000,0.007666,3.916192e-08,3.916192e-08
1701,1.000000,0.009984,3.916192e-08,3.916192e-08
1701,1.000000,0.004955,3.916192e-08,3.916192e-08
1701,1.000000,0.007610,3.916192e-08,3.916192e-08
1701,1.000000,0.006232,3.916192e-08,3.916192e-08
1701,1.000000,0.006199,3.916192e-08,3.916192e-08
1701,1.000000,0.009820,3.916192e-08,3.916192e-08
1701,1.000000,0.014210,3.916192e-08,3.916192e-08
1701,1.000000,0.011068,3.916192e-08,3.916192e-08
1701,1.000000,0.006623,3.916192e-08,3.916192e-08
1701,1.000000,0.007407,3.916192e-08,3.916192e-08
1701,1.000000,0.007843,3.916192e-08,3.916192e-08
1701,1.000000,0.007586,3.916192e-08,3.916192e-08
1701,1.000000,0.008221,3.916192e-08,3.916192e-08
1701,1.000000,0.014049,3.916192e-08,3.916192e-08
1701,1.000000,0.008505,3.916192e-08,3.916192e-08
1701,1.000000,0.005020,3.916192e-08,3.916192e-08
1801,1.000000,0.005390,3.916192e-08,3.916192e-08
1801,1.000000,0.010044,3.916192e-08,3.916192e-08
1801,1.000000,0.006389,3.916192e-08,3.916192e-08
1801,1.000000,0.012026,3.916192e-08,3.916192e-08
1801,1.000000,0.009188,3.916192e-08,3.916192e-08
1801,1.000000,0.010051,3.916192e-08,3.916192e-08
1801,1.000000,0.010479,3.916192e-08,3.916192e-08
1801,1.000000,0.012318,3.916192e-08,3.916192e-08
1801,1.000000,0.007009,3.916192e-08,3.916192e-08
1801,1.000000,0.007534,3.916192e-08,3.916192e-08
1801,1.000000,0.013560,3.916192e-08,3.916192e-08
1801,1.000000,0.009510,3.916192e-08,3.916192e-08
1801,1.000000,0.007470,3.916192e-08,3.916192e-08
1801,1.000000,0.006627,3.916192e-08,3.916192e-08
1801,1.000000,0.003825,3.916192e-08,3.916192e-08
1801,1.000000,0.007660,3.916192e-08,3.916192e-08
1801,1.000000,0.008786,3.916192e-08,3.916192e-08
1801,1.000000,0.004133,3.916192e-08,3.916192e-08
1801,1.000000,0.007118,3.916192e-08,3.916192e-08
1801,1.000000,0.007376,3.916192e-08,3.916192e-08
1801,1.000000,0.007779,3.916192e-08,3.916192e-08
1801,1.000000,0.009101,3.916192e-08,3.916192e-08
1801,1.000000,0.008253,3.916192e-08,3.916192e-08
1801,1.000000,0.013208,3.916192e-08,3.916192e-08
1801,1.000000,0.008557,3.916192e-08,3.916192e-08
1901,1.000000,0.012192,3.916192e-08,3.916192e-08
1901,1.000000,0.014336,3.916192e-08,3.916192e-08
1901,1.000000,0.005862,3.916192e-08,3.916192e-08
1901,1.000000,0.008231,3.916192e-08,3.916192e-08
1901,1.000000,0.003899,3.916192e-08,3.916192e-08
1901,1.000000,0.012294,3.916192e-08,3.916192e-08
1901,1.000000,0.009297,3.916192e-08,3.916192e-08
1901,1.000000,0.005412,3.916192e-08,3.916192e-08
1901,1.000000,0.013493,3.916192e-08,3.916192e-08
1901,1.000000,0.008259,3.916192e-08,3.916192e-08
1901,1.000000,0.011962,3.916192e-08,3.916192e-08
1901,1.000000,0.006529,3.916192e-08,3.916192e-08
1901,1.000000,0.010285,3.916192e-08,3.916192e-08
