
1000000,0.000002,0.000002,0.000004,0.000002,0.000000
1000000,0.002960,0.001587,0.005164,0.003577,0.000010
1000000,0.005556,0.002873,0.008032,0.005159,0.000032
1000000,0.008125,0.004043,0.010932,0.006889,0.000068
1000000,0.011501,0.008498,0.015524,0.007026,0.000135
1000000,0.013534,0.010054,0.017000,0.006946,0.000185
1000000,0.017058,0.014797,0.020182,0.005385,0.000293
1000000,0.019047,0.017167,0.021594,0.004427,0.000364
1000000,0.022490,0.019817,0.024855,0.005038,0.000508
1000000,0.025555,0.023196,0.030028,0.006832,0.000656
1000000,0.028132,0.024795,0.032464,0.007669,0.000796
1000000,0.031980,0.027442,0.036149,0.008707,0.001029
1000000,0.034606,0.030315,0.046063,0.015748,0.001209
1000000,0.036983,0.031224,0.042480,0.011256,0.001375
1000000,0.040456,0.035035,0.050929,0.015894,0.001647
1000000,0.042603,0.038050,0.054283,0.016233,0.001828
1000000,0.046185,0.041628,0.058736,0.017108,0.002144
1000000,0.048155,0.043779,0.053119,0.009340,0.002325
1000000,0.051158,0.045910,0.056830,0.010920,0.002626
1000000,0.054302,0.049974,0.058555,0.008581,0.002956
1000000,0.057957,0.052319,0.069754,0.017435,0.003373
1000000,0.059372,0.055279,0.062590,0.007311,0.003529
1000000,0.062897,0.056933,0.071762,0.014829,0.003969
1000000,0.064270,0.059708,0.070769,0.011061,0.004140
1000000,0.069719,0.064819,0.081888,0.017069,0.004875
1000000,0.070452,0.062798,0.076793,0.013995,0.004977
1000000,0.074061,0.069070,0.089769,0.020699,0.005506
1000000,0.077317,0.071905,0.083198,0.011293,0.005985
1000000,0.078709,0.071830,0.087428,0.015598,0.006207
1000000,0.082431,0.075838,0.099610,0.023772,0.006822
1000000,0.086022,0.078815,0.091946,0.013131,0.007412
1000000,0.088674,0.082231,0.102201,0.019970,0.007888
1000000,0.092970,0.083843,0.107257,0.023414,0.008675
1000000,0.093461,0.084782,0.105711,0.020929,0.008761
1000000,0.095541,0.089025,0.103035,0.014010,0.009146
1000000,0.100843,0.093011,0.118488,0.025477,0.010207
1000000,0.102835,0.095006,0.113322,0.018316,0.010594
1000000,0.106002,0.098753,0.114411,0.015658,0.011262
1000000,0.110837,0.102341,0.123230,0.020889,0.012311
1000000,0.112554,0.105419,0.128291,0.022872,0.012704
1000000,0.113304,0.108381,0.121926,0.013545,0.012857
1000000,0.117177,0.109345,0.134439,0.025094,0.013775
1000000,0.121917,0.113811,0.131291,0.017480,0.014886
1000000,0.124816,0.116239,0.138846,0.022607,0.015617
1000000,0.125283,0.115934,0.141579,0.025645,0.015741
1000000,0.129933,0.121031,0.151193,0.030162,0.016943
1000000,0.131412,0.122966,0.142804,0.019838,0.017306
1000000,0.132383,0.118786,0.144920,0.026134,0.017553
1000000,0.138261,0.129399,0.153827,0.024428,0.019165
1000000,0.139929,0.131039,0.165958,0.034919,0.019633
1000000,0.143542,0.134134,0.171036,0.036902,0.020677
1000000,0.148052,0.140124,0.159497,0.019373,0.021956
1000000,0.150259,0.143624,0.157761,0.014137,0.022599
1000000,0.151987,0.145843,0.163450,0.017607,0.023133
1000000,0.154855,0.147700,0.174519,0.026819,0.024017
