Thread,Average,Min,Max,Range,Variance
849,0.246640,0.222261,0.281773,0.059512,0.060972
850,0.246846,0.222311,0.270084,0.047773,0.061022
851,0.249035,0.229438,0.277429,0.047991,0.062158
852,0.246962,0.226194,0.272988,0.046794,0.061110
853,0.248308,0.226345,0.270138,0.043793,0.061761
854,0.245058,0.221274,0.263163,0.041889,0.060135
855,0.248836,0.227133,0.276578,0.049445,0.062065
856,0.246705,0.228507,0.266620,0.038113,0.060948
857,0.247073,0.226734,0.265835,0.039101,0.061125
858,0.249635,0.229124,0.274944,0.045820,0.062438
859,0.249683,0.231024,0.275280,0.044256,0.062415
860,0.247056,0.223674,0.272160,0.048486,0.061151
861,0.247560,0.230436,0.268132,0.037696,0.061354
862,0.247473,0.229396,0.272559,0.043163,0.061350
863,0.246096,0.219821,0.268679,0.048858,0.060649
864,0.245751,0.231738,0.261906,0.030168,0.060457
865,0.246815,0.228409,0.273311,0.044902,0.060996
866,0.249136,0.231779,0.282937,0.051158,0.062193
867,0.244066,0.221081,0.267531,0.046450,0.059673
868,0.250120,0.228473,0.284762,0.056289,0.062666
869,0.248077,0.228497,0.278420,0.049923,0.061645
870,0.248808,0.225222,0.291975,0.066753,0.062043
871,0.249432,0.229535,0.300189,0.070654,0.062449
872,0.247697,0.226315,0.267792,0.041477,0.061434
873,0.248050,0.227453,0.270119,0.042666,0.061645
874,0.247430,0.226331,0.271991,0.045660,0.061339
875,0.246968,0.233424,0.269054,0.035630,0.061081
876,0.248053,0.222565,0.271298,0.048733,0.061618
877,0.246844,0.223240,0.268705,0.045465,0.061033
878,0.246387,0.228898,0.269289,0.040391,0.060808
879,0.249923,0.224663,0.276624,0.051961,0.062592
880,0.246769,0.223093,0.265594,0.042501,0.060985
881,0.245936,0.230355,0.269092,0.038737,0.060571
882,0.247620,0.227650,0.276793,0.049143,0.061412
883,0.249926,0.225485,0.271137,0.045652,0.062575
884,0.249814,0.229614,0.282781,0.053167,0.062534
885,0.249299,0.223079,0.286524,0.063445,0.062309
886,0.247079,0.224696,0.266071,0.041375,0.061131
887,0.264145,0.227021,0.407388,0.180367,0.071472
888,0.248082,0.226504,0.278533,0.052029,0.061643
889,0.248475,0.231519,0.270208,0.038689,0.061828
890,0.249522,0.224273,0.274629,0.050356,0.062358
891,0.243409,0.219335,0.275892,0.056557,0.059356
892,0.248039,0.226487,0.285509,0.059022,0.061643
893,0.245841,0.223937,0.269589,0.045652,0.060554
894,0.247542,0.222539,0.267659,0.045120,0.061350
895,0.248664,0.231425,0.282423,0.050998,0.061914
896,0.247629,0.231145,0.267393,0.036248,0.061398
897,0.248671,0.227756,0.278309,0.050553,0.061941
898,0.247987,0.228756,0.276183,0.047427,0.061611
899,0.248596,0.228427,0.274891,0.046464,0.061890
900,0.250652,0.233192,0.276534,0.043342,0.062923
901,0.249282,0.228823,0.288468,0.059645,0.062253
902,0.245424,0.225946,0.268392,0.042446,0.060309
903,0.249064,0.219632,0.274921,0.055289,0.062142
904,0.248471,0.230252,0.272653,0.042401,0.061846
905,0.248590,0.234030,0.284230,0.050200,0.061881
906,0.249264,0.218780,0.274845,0.056065,0.062245
907,0.249720,0.230382,0.275305,0.044923,0.062461
908,0.252815,0.231229,0.277923,0.046694,0.064030
909,0.246744,0.223259,0.279708,0.056449,0.060988
910,0.248794,0.229002,0.273723,0.044721,0.062002
911,0.245167,0.229229,0.265888,0.036659,0.060196
912,0.247037,0.229409,0.269928,0.040519,0.061110
913,0.246553,0.222965,0.267599,0.044634,0.060882
914,0.244345,0.229251,0.278712,0.049461,0.059801
915,0.245239,0.230981,0.264914,0.033933,0.060202
916,0.242005,0.219527,0.270753,0.051226,0.058662
917,0.243228,0.230561,0.272154,0.041593,0.059224
918,0.246026,0.228562,0.263585,0.035023,0.060625
919,0.242955,0.227338,0.263911,0.036573,0.059079
920,0.246192,0.223735,0.263226,0.039491,0.060680
921,0.244932,0.225490,0.262964,0.037474,0.060065
922,0.245842,0.224496,0.271831,0.047335,0.060547
923,0.247048,0.224128,0.293745,0.069617,0.061151
924,0.244548,0.222508,0.265400,0.042892,0.059897
925,0.243743,0.222735,0.278643,0.055908,0.059543
926,0.244673,0.224975,0.278055,0.053080,0.059966
927,0.244680,0.228782,0.266585,0.037803,0.059938
928,0.245099,0.223026,0.273112,0.050086,0.060176
929,0.242390,0.229799,0.261512,0.031713,0.058822
930,0.245456,0.222860,0.284952,0.062092,0.060348
931,0.245376,0.230347,0.277084,0.046737,0.060289
932,0.244818,0.222291,0.274313,0.052022,0.060059
933,0.244372,0.227682,0.286407,0.058725,0.059807
934,0.244807,0.226689,0.262838,0.036149,0.060004
935,0.242431,0.222092,0.264814,0.042722,0.058854
936,0.244774,0.223104,0.279612,0.056508,0.060028
937,0.243679,0.224872,0.264255,0.039383,0.059476
938,0.243331,0.222084,0.261014,0.038930,0.059289
939,0.245311,0.228694,0.282966,0.054272,0.060275
940,0.245421,0.226949,0.268348,0.041399,0.060316
941,0.247202,0.229337,0.276150,0.046813,0.061209
942,0.247225,0.226924,0.277182,0.050258,0.061229
943,0.248864,0.226171,0.272074,0.045903,0.062054
944,0.248387,0.228936,0.278141,0.049205,0.061818
945,0.249362,0.232690,0.268976,0.036286,0.062267
946,0.248530,0.230257,0.277270,0.047013,0.061871
947,0.248253,0.231199,0.268282,0.037083,0.061705
948,0.249692,0.226252,0.270597,0.044345,0.062438
949,0.246817,0.223948,0.278087,0.054139,0.061048
950,0.248606,0.233359,0.270857,0.037498,0.061894
951,0.252502,0.228349,0.281626,0.053277,0.063893
952,0.265146,0.232934,0.280494,0.047560,0.070378
953,0.247597,0.221243,0.272656,0.051413,0.061452
954,0.248968,0.233290,0.270796,0.037506,0.062058
955,0.249211,0.225656,0.290286,0.064630,0.062240
956,0.247407,0.226824,0.268807,0.041983,0.061299
957,0.249960,0.225198,0.279449,0.054251,0.062621
958,0.248312,0.230385,0.276171,0.045786,0.061768
959,0.250167,0.223721,0.275102,0.051381,0.062742
960,0.249594,0.223992,0.273754,0.049762,0.062411
961,0.247187,0.223260,0.273965,0.050705,0.061211
962,0.249086,0.225338,0.272235,0.046897,0.062129
963,0.248659,0.231014,0.273528,0.042514,0.061904
964,0.247521,0.225051,0.269884,0.044833,0.061364
965,0.249585,0.232663,0.274045,0.041382,0.062389
966,0.249604,0.232031,0.274209,0.042178,0.062383
967,0.249236,0.230999,0.279420,0.048421,0.062213
968,0.247839,0.226508,0.269281,0.042773,0.061504
969,0.247823,0.231673,0.284000,0.052327,0.061535
970,0.246159,0.228483,0.273677,0.045194,0.060683
971,0.248738,0.227708,0.268607,0.040899,0.061968
972,0.247592,0.230816,0.264913,0.034097,0.061378
973,0.247698,0.226431,0.270276,0.043845,0.061454
974,0.248451,0.233112,0.279078,0.045966,0.061815
975,0.246582,0.231098,0.287882,0.056784,0.060923
976,0.248469,0.221384,0.265259,0.043875,0.061840
977,0.250049,0.229474,0.278266,0.048792,0.062655
978,0.245874,0.227253,0.268640,0.041387,0.060545
979,0.245879,0.229122,0.273556,0.044434,0.060546
980,0.248629,0.230702,0.272043,0.041341,0.061916
981,0.247768,0.225523,0.274342,0.048819,0.061490
982,0.249201,0.225286,0.288970,0.063684,0.062234
983,0.249596,0.222271,0.275005,0.052734,0.062397
984,0.249922,0.235379,0.268313,0.032934,0.062521
985,0.249368,0.227350,0.271538,0.044188,0.062304
986,0.250890,0.225198,0.275768,0.050570,0.063045
987,0.249839,0.224168,0.292731,0.068563,0.062552
988,0.247333,0.230785,0.276506,0.045721,0.061271
989,0.248720,0.223587,0.280105,0.056518,0.061985
990,0.247920,0.231632,0.291422,0.059790,0.061572
991,0.247987,0.228453,0.273253,0.044800,0.061603
992,0.247718,0.222499,0.293997,0.071498,0.061530
993,0.250801,0.225427,0.280014,0.054587,0.063021
994,0.248143,0.230016,0.265682,0.035666,0.061631
995,0.247711,0.230785,0.270896,0.040111,0.061473
996,0.246824,0.225326,0.272210,0.046884,0.061036
997,0.251583,0.230404,0.292466,0.062062,0.063422
998,0.249126,0.228955,0.279451,0.050496,0.062184
999,0.248890,0.228294,0.266688,0.038394,0.062026
1000,0.247050,0.221862,0.275352,0.053490,0.061156
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000
