Thread,Average,Min,Max,Range,Variance
1,0.152683,0.125898,0.188084,0.062186,0.023468
2,0.235735,0.165056,0.257223,0.092167,0.055757
3,0.238393,0.211989,0.263499,0.051510,0.056946
4,0.239069,0.219792,0.266236,0.046444,0.057247
5,0.237508,0.217232,0.264176,0.046944,0.056520
6,0.238909,0.220893,0.258711,0.037818,0.057157
7,0.236096,0.217423,0.258022,0.040599,0.055820
8,0.234784,0.218835,0.259237,0.040402,0.055218
9,0.238404,0.223283,0.256780,0.033497,0.056912
10,0.237158,0.217739,0.263434,0.045695,0.056387
11,0.234844,0.215430,0.259175,0.043745,0.055231
12,0.233940,0.220957,0.252804,0.031847,0.054780
13,0.234982,0.217473,0.261307,0.043834,0.055322
14,0.235426,0.214487,0.262689,0.048202,0.055556
15,0.233664,0.215582,0.254275,0.038693,0.054668
16,0.233572,0.219303,0.256335,0.037032,0.054633
17,0.232495,0.217550,0.253458,0.035908,0.054110
18,0.236242,0.223797,0.264417,0.040620,0.055885
19,0.234800,0.215808,0.251067,0.035259,0.055199
20,0.236234,0.218699,0.258987,0.040288,0.055918
21,0.235065,0.217718,0.259449,0.041731,0.055354
22,0.236984,0.222260,0.255345,0.033085,0.056238
23,0.235879,0.218554,0.253026,0.034472,0.055710
24,0.231377,0.217648,0.250931,0.033283,0.053601
25,0.232364,0.216320,0.246418,0.030098,0.054041
26,0.232938,0.214459,0.258431,0.043972,0.054330
27,0.241301,0.222276,0.286854,0.064578,0.058363
28,0.236673,0.219756,0.262632,0.042876,0.056083
29,0.238513,0.218452,0.266564,0.048112,0.056991
30,0.239105,0.223272,0.259071,0.035799,0.057231
31,0.238656,0.220180,0.266789,0.046609,0.057044
32,0.240414,0.217844,0.266726,0.048882,0.057891
33,0.320341,0.223773,0.446997,0.223224,0.105694
34,0.346393,0.273554,0.419086,0.145532,0.121127
35,0.308776,0.232893,0.398023,0.165130,0.098658
36,0.237662,0.214978,0.267159,0.052181,0.056581
37,0.240470,0.218720,0.274672,0.055952,0.057945
38,0.240387,0.217086,0.271376,0.054290,0.057899
39,0.240377,0.223872,0.259914,0.036042,0.057861
40,0.238140,0.221388,0.255784,0.034396,0.056769
41,0.239581,0.220921,0.263575,0.042654,0.057505
42,0.239844,0.222536,0.257046,0.034510,0.057586
43,0.236857,0.219743,0.275997,0.056254,0.056231
44,0.237319,0.219785,0.257036,0.037251,0.056405
45,0.239660,0.210656,0.273864,0.063208,0.057558
46,0.239524,0.216196,0.280198,0.064002,0.057510
47,0.237695,0.217189,0.262433,0.045244,0.056613
48,0.234753,0.210725,0.270094,0.059369,0.055263
49,0.234173,0.216183,0.255374,0.039191,0.054928
50,0.234717,0.221322,0.254882,0.033560,0.055147
51,0.237227,0.220317,0.261497,0.041180,0.056353
52,0.233418,0.219040,0.250042,0.031002,0.054520
53,0.236511,0.219619,0.262730,0.043111,0.056001
54,0.235337,0.220266,0.271025,0.050759,0.055479
55,0.235556,0.218800,0.258170,0.039370,0.055570
56,0.234444,0.218241,0.248869,0.030628,0.055019
57,0.233942,0.217111,0.250313,0.033202,0.054779
58,0.235182,0.218457,0.289395,0.070938,0.055422
59,0.235790,0.211851,0.258738,0.046887,0.055685
60,0.234216,0.220632,0.253957,0.033325,0.054930
61,0.234705,0.215884,0.253294,0.037410,0.055172
62,0.236156,0.217439,0.264440,0.047001,0.055878
63,0.232897,0.217629,0.252052,0.034423,0.054294
64,0.236002,0.211844,0.256720,0.044876,0.055800
65,0.234655,0.217535,0.263854,0.046319,0.055149
66,0.232356,0.215984,0.248925,0.032941,0.054059
67,0.235074,0.212740,0.255447,0.042707,0.055342
68,0.237855,0.221414,0.259346,0.037932,0.056655
69,0.234329,0.218543,0.256999,0.038456,0.054983
70,0.234689,0.215255,0.252589,0.037334,0.055147
71,0.234396,0.216136,0.252028,0.035892,0.054995
72,0.234387,0.217127,0.257265,0.040138,0.055019
73,0.236825,0.221506,0.253977,0.032471,0.056160
74,0.234461,0.217799,0.257717,0.039918,0.055035
75,0.236311,0.218509,0.254910,0.036401,0.055921
76,0.233176,0.220084,0.252513,0.032429,0.054439
77,0.234797,0.218657,0.251703,0.033046,0.055191
78,0.234540,0.216357,0.252219,0.035862,0.055082
79,0.233589,0.216494,0.254069,0.037575,0.054650
80,0.235431,0.219281,0.260693,0.041412,0.055511
81,0.234478,0.214595,0.257054,0.042459,0.055062
82,0.233660,0.214848,0.254893,0.040045,0.054665
83,0.234849,0.214844,0.257004,0.042160,0.055247
84,0.235069,0.218270,0.254555,0.036285,0.055330
85,0.234719,0.215016,0.254597,0.039581,0.055177
86,0.235372,0.220066,0.256116,0.036050,0.055462
87,0.234248,0.217889,0.253132,0.035243,0.054941
88,0.235113,0.219785,0.252782,0.032997,0.055341
89,0.233239,0.217726,0.255580,0.037854,0.054480
90,0.235927,0.223419,0.256290,0.032871,0.055720
91,0.233853,0.219515,0.258950,0.039435,0.054764
92,0.234899,0.222887,0.253261,0.030374,0.055224
93,0.235603,0.211627,0.255086,0.043459,0.055575
94,0.234307,0.221564,0.251069,0.029505,0.054962
95,0.233576,0.220140,0.262936,0.042796,0.054614
96,0.234621,0.215703,0.261084,0.045381,0.055118
97,0.233199,0.210847,0.271422,0.060575,0.054491
98,0.233829,0.217485,0.247896,0.030411,0.054726
99,0.232305,0.213590,0.250957,0.037367,0.054020
100,0.233593,0.218930,0.247744,0.028814,0.054623
101,0.236413,0.219625,0.254532,0.034907,0.055966
102,0.242786,0.217618,0.293224,0.075606,0.059357
103,0.236462,0.216667,0.258694,0.042027,0.056007
104,0.236568,0.222517,0.251833,0.029316,0.056014
105,0.235590,0.221659,0.261127,0.039468,0.055579
106,0.235540,0.218293,0.256026,0.037733,0.055545
107,0.236600,0.221790,0.257233,0.035443,0.056040
108,0.235376,0.220568,0.263197,0.042629,0.055471
109,0.235537,0.221034,0.252235,0.031201,0.055533
110,0.235045,0.218871,0.257942,0.039071,0.055316
111,0.235384,0.220706,0.254157,0.033451,0.055483
112,0.234292,0.221022,0.263271,0.042249,0.054949
113,0.238346,0.220965,0.262004,0.041039,0.056883
114,0.234440,0.220992,0.261363,0.040371,0.055020
115,0.236454,0.222258,0.258182,0.035924,0.055971
116,0.236409,0.220456,0.257199,0.036743,0.055938
117,0.235957,0.218326,0.267952,0.049626,0.055762
118,0.236096,0.223984,0.257303,0.033319,0.055807
119,0.235840,0.222004,0.278366,0.056362,0.055699
120,0.238011,0.220186,0.282995,0.062809,0.056773
121,0.235834,0.220160,0.259716,0.039556,0.055694
122,0.238895,0.220217,0.272394,0.052177,0.057164
123,0.243998,0.220050,0.306077,0.086027,0.059803
124,0.240046,0.219234,0.310279,0.091045,0.057852
125,0.236443,0.221359,0.253666,0.032307,0.055948
126,0.236134,0.225451,0.252698,0.027247,0.055812
127,0.236398,0.222427,0.261996,0.039569,0.055942
128,0.237325,0.218787,0.287960,0.069173,0.056446
129,0.235608,0.222305,0.257924,0.035619,0.055570
130,0.236395,0.218831,0.254755,0.035924,0.055935
131,0.236929,0.223018,0.259075,0.036057,0.056203
132,0.240869,0.218463,0.285972,0.067509,0.058273
133,0.234691,0.214554,0.255452,0.040898,0.055147
134,0.235475,0.217942,0.251917,0.033975,0.055508
135,0.236347,0.222326,0.249033,0.026707,0.055919
136,0.236701,0.219282,0.260807,0.041525,0.056088
137,0.236248,0.217480,0.263770,0.046290,0.055879
138,0.237799,0.220305,0.259512,0.039207,0.056601
139,0.237692,0.224374,0.266102,0.041728,0.056572
140,0.237117,0.217804,0.260425,0.042621,0.056309
141,0.236325,0.220775,0.263068,0.042293,0.055923
142,0.236980,0.223730,0.273990,0.050260,0.056252
143,0.237389,0.222730,0.253376,0.030646,0.056396
144,0.238225,0.221796,0.275207,0.053411,0.056870
145,0.241300,0.220392,0.292407,0.072015,0.058445
146,0.234499,0.220348,0.253256,0.032908,0.055039
147,0.238015,0.220272,0.270278,0.050006,0.056762
148,0.236164,0.220730,0.282107,0.061377,0.055867
149,0.236981,0.223897,0.252776,0.028879,0.056207
150,0.239374,0.216285,0.280424,0.064139,0.057454
151,0.236923,0.225260,0.267372,0.042112,0.056200
152,0.234561,0.214682,0.254838,0.040156,0.055062
153,0.237105,0.218161,0.266590,0.048429,0.056315
154,0.235651,0.217868,0.254676,0.036808,0.055615
155,0.236908,0.223460,0.261124,0.037664,0.056181
156,0.234121,0.213189,0.257007,0.043818,0.054880
157,0.236261,0.222319,0.257332,0.035013,0.055872
158,0.234266,0.213627,0.249082,0.035455,0.054946
159,0.235970,0.221093,0.265604,0.044511,0.055743
160,0.238295,0.222179,0.261136,0.038957,0.056871
161,0.237251,0.220633,0.252710,0.032077,0.056354
162,0.238039,0.222853,0.258207,0.035354,0.056720
163,0.234962,0.220712,0.250846,0.030134,0.055268
164,0.235705,0.222234,0.255138,0.032904,0.055603
165,0.236404,0.219194,0.264986,0.045792,0.055962
166,0.235304,0.216821,0.251913,0.035092,0.055426
167,0.236794,0.220405,0.252108,0.031703,0.056128
168,0.235943,0.219215,0.254990,0.035775,0.055740
169,0.236103,0.217050,0.256061,0.039011,0.055815
170,0.237732,0.223702,0.262940,0.039238,0.056573
171,0.238237,0.225065,0.258121,0.033056,0.056819
172,0.234801,0.211142,0.250798,0.039656,0.055192
173,0.239113,0.222327,0.277714,0.055387,0.057307
174,0.238852,0.215359,0.277762,0.062403,0.057184
175,0.237132,0.225240,0.262501,0.037261,0.056292
176,0.238203,0.222492,0.262443,0.039951,0.056819
177,0.236434,0.222379,0.261137,0.038758,0.055972
178,0.237228,0.217756,0.259718,0.041962,0.056360
179,0.238726,0.221012,0.283169,0.062157,0.057091
180,0.236550,0.222048,0.257600,0.035552,0.056029
181,0.234810,0.223508,0.251239,0.027731,0.055178
182,0.239775,0.212142,0.265705,0.053563,0.057592
183,0.236462,0.225351,0.260022,0.034671,0.055971
184,0.234827,0.219357,0.259228,0.039871,0.055208
185,0.235816,0.223243,0.256651,0.033408,0.055653
186,0.235940,0.221766,0.254269,0.032503,0.055735
187,0.241916,0.226537,0.299145,0.072608,0.058746
188,0.241097,0.222266,0.284537,0.062271,0.058273
189,0.234474,0.217170,0.260510,0.043340,0.055061
190,0.233584,0.218630,0.254042,0.035412,0.054609
191,0.238380,0.222447,0.259387,0.036940,0.056910
192,0.235046,0.220874,0.253553,0.032679,0.055302
193,0.234447,0.220679,0.257724,0.037045,0.055025
194,0.235071,0.218135,0.253572,0.035437,0.055323
195,0.240028,0.222369,0.276792,0.054423,0.057721
196,0.236371,0.219849,0.257601,0.037752,0.055953
197,0.238031,0.219231,0.271562,0.052331,0.056738
198,0.235818,0.212052,0.254875,0.042823,0.055673
199,0.235311,0.220769,0.254024,0.033255,0.055424
200,0.430938,0.242636,0.693062,0.450426,0.191793
201,0.409994,0.328125,0.481958,0.153833,0.169580
202,0.388584,0.299266,0.461494,0.162228,0.152757
203,0.349813,0.235346,0.453706,0.218360,0.128384
204,0.266809,0.224018,0.427544,0.203526,0.074245
205,0.242093,0.222911,0.260486,0.037575,0.058684
206,0.243597,0.219106,0.259019,0.039913,0.059400
207,0.244607,0.225470,0.266064,0.040594,0.059921
208,0.248017,0.222988,0.421632,0.198644,0.062487
209,0.239367,0.223690,0.271698,0.048008,0.057406
210,0.240587,0.224368,0.264220,0.039852,0.057959
211,0.239922,0.215979,0.277642,0.061663,0.057760
212,0.239989,0.217208,0.259723,0.042515,0.057680
213,0.238924,0.221830,0.262973,0.041143,0.057187
214,0.239264,0.216649,0.267443,0.050794,0.057354
215,0.240266,0.223881,0.264514,0.040633,0.057823
216,0.238208,0.220574,0.259030,0.038456,0.056818
217,0.239016,0.220394,0.271031,0.050637,0.057217
218,0.239574,0.224988,0.265278,0.040290,0.057476
219,0.239456,0.220807,0.259317,0.038510,0.057424
220,0.239200,0.224198,0.255011,0.030813,0.057286
221,0.241832,0.223223,0.259177,0.035954,0.058562
222,0.241420,0.220222,0.267305,0.047083,0.058372
223,0.239702,0.218820,0.270410,0.051590,0.057556
224,0.239984,0.223830,0.262406,0.038576,0.057686
225,0.235416,0.217314,0.252268,0.034954,0.055473
226,0.237589,0.213610,0.255091,0.041481,0.056531
227,0.237457,0.218262,0.262956,0.044694,0.056494
228,0.235836,0.214937,0.253371,0.038434,0.055677
229,0.236925,0.217534,0.252784,0.035250,0.056190
230,0.238853,0.218845,0.257015,0.038170,0.057128
231,0.237402,0.218859,0.257832,0.038973,0.056414
232,0.237056,0.221710,0.268511,0.046801,0.056264
233,0.238237,0.219600,0.254945,0.035345,0.056814
234,0.234910,0.223484,0.255030,0.031546,0.055222
235,0.237853,0.223261,0.262418,0.039157,0.056651
236,0.235822,0.221054,0.253124,0.032070,0.055666
237,0.238251,0.209844,0.260623,0.050779,0.056855
238,0.236726,0.221670,0.251777,0.030107,0.056105
239,0.236597,0.221422,0.251771,0.030349,0.056028
240,0.235744,0.219315,0.250679,0.031364,0.055613
241,0.233595,0.212534,0.255744,0.043210,0.054650
242,0.238370,0.223838,0.257525,0.033687,0.056893
243,0.238113,0.223637,0.259651,0.036014,0.056767
244,0.237296,0.220084,0.254236,0.034152,0.056366
245,0.239061,0.225276,0.273840,0.048564,0.057238
246,0.237326,0.219331,0.264155,0.044824,0.056419
247,0.234271,0.220940,0.251444,0.030504,0.054948
248,0.237906,0.219826,0.251927,0.032101,0.056657
249,0.236950,0.218065,0.261851,0.043786,0.056231
250,0.237320,0.217246,0.257599,0.040353,0.056404
251,0.236001,0.216370,0.259010,0.042640,0.055777
252,0.233895,0.215498,0.251817,0.036319,0.054775
253,0.235527,0.218362,0.263494,0.045132,0.055555
254,0.235344,0.219977,0.254183,0.034206,0.055438
255,0.236460,0.219294,0.265286,0.045992,0.055987
256,0.238488,0.221643,0.256672,0.035029,0.056962
257,0.237525,0.220239,0.268368,0.048129,0.056527
258,0.236050,0.216139,0.257340,0.041201,0.055800
259,0.237487,0.218057,0.252773,0.034716,0.056450
260,0.236487,0.223592,0.255870,0.032278,0.055988
261,0.236518,0.220664,0.256038,0.035374,0.055998
262,0.236123,0.216932,0.254251,0.037319,0.055826
263,0.235583,0.219014,0.269421,0.050407,0.055580
264,0.238623,0.222862,0.261114,0.038252,0.057006
265,0.235720,0.221915,0.252357,0.030442,0.055610
266,0.236022,0.223055,0.261130,0.038075,0.055767
267,0.236531,0.220092,0.264768,0.044676,0.056040
268,0.239675,0.225095,0.261135,0.036040,0.057513
269,0.236256,0.219276,0.251947,0.032671,0.055877
270,0.239677,0.225255,0.266708,0.041453,0.057534
271,0.238332,0.218367,0.266317,0.047950,0.056887
272,0.237463,0.220373,0.265949,0.045576,0.056464
273,0.236678,0.220356,0.267977,0.047621,0.056089
274,0.235122,0.217484,0.264287,0.046803,0.055375
275,0.235891,0.216973,0.256992,0.040019,0.055716
276,0.239057,0.223419,0.268851,0.045432,0.057230
277,0.237330,0.227623,0.269675,0.042052,0.056383
278,0.241639,0.214868,0.291157,0.076289,0.058580
279,0.237439,0.221002,0.263444,0.042442,0.056472
280,0.240617,0.221969,0.277772,0.055803,0.058071
281,0.235627,0.219017,0.256337,0.037320,0.055600
282,0.235122,0.218089,0.259901,0.041812,0.055349
283,0.237023,0.217581,0.257160,0.039579,0.056245
284,0.237247,0.220778,0.274016,0.053238,0.056386
285,0.238440,0.218800,0.283695,0.064895,0.056987
286,0.234875,0.224781,0.251504,0.026723,0.055205
287,0.235740,0.217421,0.254970,0.037549,0.055647
288,0.235864,0.221966,0.260797,0.038831,0.055710
289,0.238555,0.217480,0.263789,0.046309,0.056984
290,0.238146,0.222866,0.268878,0.046012,0.056791
291,0.235608,0.216631,0.259116,0.042485,0.055594
292,0.237968,0.220562,0.262012,0.041450,0.056713
293,0.238170,0.211452,0.258117,0.046665,0.056806
294,0.236761,0.222270,0.257752,0.035482,0.056118
295,0.236090,0.219326,0.252493,0.033167,0.055788
296,0.235633,0.221430,0.267373,0.045943,0.055599
297,0.236850,0.223635,0.256336,0.032701,0.056154
298,0.240817,0.223289,0.275133,0.051844,0.058127
299,0.237517,0.221732,0.259409,0.037677,0.056500
300,0.237686,0.221678,0.253702,0.032024,0.056553
301,0.236830,0.215271,0.258487,0.043216,0.056162
302,0.236816,0.220449,0.256890,0.036441,0.056163
303,0.239195,0.226601,0.258227,0.031626,0.057267
304,0.236599,0.220896,0.257680,0.036784,0.056037
305,0.237252,0.218116,0.255087,0.036971,0.056353
306,0.238300,0.220062,0.249614,0.029552,0.056838
307,0.236860,0.223143,0.257834,0.034691,0.056164
308,0.236914,0.221593,0.257609,0.036016,0.056197
309,0.236110,0.219729,0.258972,0.039243,0.055831
310,0.237591,0.220010,0.256696,0.036686,0.056497
311,0.238798,0.222178,0.262118,0.039940,0.057094
312,0.237343,0.217441,0.255607,0.038166,0.056403
313,0.239531,0.225818,0.259016,0.033198,0.057427
314,0.239865,0.222787,0.257026,0.034239,0.057603
315,0.238195,0.221102,0.253262,0.032160,0.056792
316,0.237105,0.218735,0.289984,0.071249,0.056353
317,0.236175,0.218234,0.252660,0.034426,0.055838
318,0.237447,0.219703,0.265571,0.045868,0.056448
319,0.240397,0.219573,0.259953,0.040380,0.057860
320,0.239336,0.222728,0.268996,0.046268,0.057353
321,0.235517,0.219388,0.252455,0.033067,0.055516
322,0.239985,0.221674,0.259282,0.037608,0.057673
323,0.237233,0.222979,0.251924,0.028945,0.056325
324,0.236337,0.220640,0.262834,0.042194,0.055932
325,0.238291,0.217870,0.259859,0.041989,0.056847
326,0.236373,0.217754,0.254997,0.037243,0.055945
327,0.237818,0.220383,0.260322,0.039939,0.056635
328,0.240625,0.222104,0.256474,0.034370,0.057962
329,0.238139,0.222751,0.267858,0.045107,0.056773
330,0.237914,0.217652,0.261302,0.043650,0.056685
331,0.236686,0.217724,0.249818,0.032094,0.056071
332,0.237032,0.220414,0.262587,0.042173,0.056308
333,0.238462,0.216763,0.278262,0.061499,0.057008
334,0.238292,0.222461,0.258004,0.035543,0.056856
335,0.237146,0.217418,0.256036,0.038618,0.056319
336,0.241205,0.212425,0.267421,0.054996,0.058281
337,0.237254,0.221287,0.285518,0.064231,0.056401
338,0.240144,0.220393,0.268790,0.048397,0.057776
339,0.239220,0.222659,0.277569,0.054910,0.057330
340,0.236844,0.218531,0.263314,0.044783,0.056178
341,0.238336,0.219015,0.266026,0.047011,0.056884
342,0.237492,0.219871,0.250809,0.030938,0.056462
343,0.242987,0.216576,0.269839,0.053263,0.059172
