ThreadCount,Time
648,0.385510
649,0.394505
650,0.446815
651,0.378311
652,0.320065
653,0.330562
654,0.366693
655,0.315604
656,0.336980
657,0.355540
658,0.334496
659,0.365803
660,0.355350
661,0.346045
662,0.343463
663,0.388303
664,0.346035
665,0.315105
666,0.349186
667,0.328858
668,0.309020
669,0.315007
670,0.324719
671,0.401257
672,0.402065
673,0.456021
674,0.412161
675,0.372067
676,0.421783
677,0.341562
678,0.293510
679,0.326909
680,0.338002
681,0.448540
682,0.464094
683,0.458814
684,0.322085
685,0.434758
686,0.365408
687,0.433978
688,0.415757
689,0.360067
690,0.389895
691,0.529102
692,0.406753
693,0.357629
694,0.436181
695,0.353103
696,0.420228
697,0.326811
698,0.399899
699,0.341242
700,0.318960
701,0.310827
702,0.328584
703,0.317992
704,0.326038
705,0.319432
706,0.328898
707,0.352758
708,0.340398
709,0.329497
710,0.303334
711,0.353472
712,0.308459
713,0.358958
714,0.362765
715,0.337400
716,0.320608
717,0.344657
718,0.342539
719,0.313029
720,0.301342
721,0.320912
722,0.327671
723,0.343360
724,0.292111
725,0.318884
726,0.320239
727,0.341754
728,0.307134
729,0.333522
730,0.320502
731,0.324236
732,0.319997
733,0.324053
734,0.333114
735,0.349856
736,0.355585
737,0.319776
738,0.379282
739,0.318394
740,0.327784
741,0.359253
742,0.339246
743,0.299743
744,0.350175
745,0.327003
746,0.334168
747,0.313890
748,0.327088
749,0.351622
750,0.339425
751,0.328980
752,0.328341
753,0.322334
754,0.329533
755,0.316808
756,0.336277
757,0.336881
758,0.363569
759,0.346664
760,0.397775
761,0.349272
762,0.359095
763,0.360079
764,0.322142
765,0.320708
766,0.407934
767,0.337245
768,0.335040
769,0.326989
770,0.335252
771,0.308503
772,0.382511
773,0.364219
774,0.371571
775,0.335329
776,0.345739
777,0.389819
778,0.336699
779,0.347389
780,0.334448
781,0.312959
782,0.351626
783,0.346205
784,0.397554
785,0.337331
786,0.377224
787,0.332796
788,0.339354
789,0.353680
790,0.368531
791,0.334178
792,0.321322
793,0.367527
794,0.352059
795,0.355487
796,0.314384
797,0.355979
798,0.310816
799,0.337480
800,0.362953
801,0.377180
802,0.360946
803,0.354892
804,0.327478
805,0.361296
806,0.392095
807,0.348976
808,0.326495
809,0.380178
810,0.349813
811,0.355022
812,0.345916
813,0.345052
814,0.350115
815,0.359719
816,0.328025
817,0.340816
818,0.373214
819,0.361132
820,0.393416
821,0.373818
822,0.334010
823,0.354292
824,0.332579
825,0.397749
826,0.357986
827,0.356832
828,0.341351
829,0.381122
830,0.386716
831,0.353368
832,0.359156
833,0.362190
834,0.384423
835,0.356745
836,0.373100
837,0.362069
838,0.340735
839,0.429538
840,0.335218
841,0.354835
842,0.356995
843,0.378958
844,0.363985
845,0.367462
846,0.324894
847,0.320170
848,0.350122
849,0.337423
850,0.355489
851,0.363822
852,0.377941
853,0.313445
854,0.374337
855,0.337775
856,0.318900
857,0.310535
858,0.365078
859,0.351059
860,0.362854
861,0.327436
862,0.359814
863,0.352928
864,0.320199
865,0.335028
866,0.338275
867,0.365726
868,0.342948
869,0.341648
870,0.327883
871,0.376472
872,0.374312
873,0.357091
874,0.350540
875,0.373439
876,0.331993
877,0.357425
878,0.408212
879,0.380017
880,0.345000
881,0.375655
882,0.369269
883,0.338656
884,0.327289
885,0.381835
886,0.325740
887,0.344876
888,0.380078
889,0.333424
890,0.328907
891,0.358590
892,0.354755
893,0.358911
894,0.359623
895,0.315322
896,0.384485
897,0.345661
898,0.385803
899,0.352772
900,0.359417
901,0.347249
902,0.412861
903,0.374293
904,0.330476
905,0.356723
906,0.354665
907,0.361955
908,0.366535
909,0.347438
910,0.352439
911,0.355802
912,0.357437
913,0.370501
914,0.360855
915,0.356278
916,0.399425
917,0.384872
918,0.324483
919,0.353520
920,0.370012
921,0.365193
922,0.387259
923,0.368573
924,0.359586
925,0.393510
926,0.339286
927,0.327965
928,0.365539
929,0.340837
930,0.319331
931,0.345835
932,0.371316
933,0.422126
934,0.391692
935,0.342318
936,0.313185
937,0.365701
938,0.342058
939,0.338000
940,0.344556
941,0.316331
942,0.326715
943,0.346278
944,0.332907
945,0.364264
946,0.315890
947,0.341784
948,0.346143
949,0.326515
950,0.324971
951,0.350577
952,0.337728
953,0.311188
954,0.370184
955,0.339221
956,0.323578
957,0.336096
958,0.309343
959,0.313453
960,0.336803
961,0.360391
962,0.313535
963,0.328198
964,0.308933
965,0.370014
966,0.334667
967,0.340623
968,0.324142
969,0.364382
970,0.330088
971,0.318606
972,0.321805
973,0.324167
974,0.312817
975,0.323281
976,0.316535
977,0.366002
978,0.354362
979,0.329481
980,0.334954
981,0.348743
982,0.340282
983,0.360976
984,0.341376
985,0.321938
986,0.325364
987,0.318101
988,0.357824
989,0.339598
990,0.348981
991,0.307389
992,0.345581
993,0.361455
994,0.311579
995,0.338809
996,0.323494
997,0.309171
998,0.354201
999,0.343810
1000,0.343100

