Thread,Average,Min,Max,Range,Variance
788,0.362924,0.335619,0.405418,0.069799,0.131996
789,0.361509,0.337299,0.396733,0.059434,0.130852
790,0.364007,0.331687,0.391705,0.060018,0.132655
791,0.359572,0.320159,0.392082,0.071923,0.129477
792,0.359696,0.335186,0.405408,0.070222,0.129605
793,0.363580,0.327156,0.397041,0.069885,0.132404
794,0.362714,0.332582,0.409330,0.076748,0.131834
795,0.363545,0.336562,0.391197,0.054635,0.132322
796,0.365066,0.337866,0.398868,0.061002,0.133449
797,0.362683,0.325407,0.398900,0.073493,0.131827
798,0.365373,0.328925,0.388863,0.059938,0.133705
799,0.359046,0.328092,0.400795,0.072703,0.129116
800,0.363760,0.329842,0.399041,0.069199,0.132637
801,0.364980,0.338035,0.402438,0.064403,0.133395
802,0.362874,0.326906,0.386673,0.059767,0.131883
803,0.367007,0.337196,0.407054,0.069858,0.134925
804,0.372723,0.328463,0.416092,0.087629,0.139228
805,0.368035,0.334726,0.403935,0.069209,0.135679
806,0.367386,0.330510,0.393714,0.063204,0.135177
807,0.363617,0.318810,0.399581,0.080771,0.132502
808,0.363795,0.327463,0.407313,0.079850,0.132603
809,0.362754,0.326939,0.399299,0.072360,0.131844
810,0.364769,0.331827,0.399402,0.067575,0.133242
811,0.367381,0.340334,0.405070,0.064736,0.135173
812,0.371093,0.338786,0.418914,0.080128,0.137971
813,0.364419,0.327995,0.396432,0.068437,0.133071
814,0.366785,0.336227,0.398941,0.062714,0.134721
815,0.363454,0.332438,0.398899,0.066461,0.132335
816,0.369142,0.341449,0.416756,0.075307,0.136503
817,0.362715,0.330661,0.397246,0.066585,0.131808
818,0.365779,0.330294,0.414626,0.084332,0.134058
819,0.369232,0.334746,0.423184,0.088438,0.136556
820,0.369999,0.335833,0.394578,0.058745,0.137053
821,0.364283,0.340517,0.390088,0.049571,0.132857
822,0.363103,0.332462,0.392756,0.060294,0.132059
823,0.367919,0.341805,0.394571,0.052766,0.135549
824,0.367130,0.333719,0.402774,0.069055,0.135001
825,0.365690,0.319594,0.400929,0.081335,0.133996
826,0.368858,0.337376,0.407163,0.069787,0.136265
827,0.371404,0.324063,0.405761,0.081698,0.138225
828,0.367458,0.331429,0.397804,0.066375,0.135288
829,0.366253,0.325069,0.401511,0.076442,0.134393
830,0.366915,0.337978,0.408309,0.070331,0.134868
831,0.372803,0.340832,0.413984,0.073152,0.139237
832,0.364064,0.329683,0.400931,0.071248,0.132780
833,0.368250,0.338071,0.397664,0.059593,0.135795
834,0.366409,0.336795,0.430080,0.093285,0.134563
835,0.371563,0.346950,0.405920,0.058970,0.138252
836,0.365256,0.335306,0.398963,0.063657,0.133661
837,0.371280,0.341387,0.403012,0.061625,0.138054
838,0.370276,0.341106,0.397600,0.056494,0.137318
839,0.369001,0.343857,0.401769,0.057912,0.136335
840,0.365924,0.315502,0.398184,0.082682,0.134154
841,0.371132,0.330962,0.418339,0.087377,0.138108
842,0.367656,0.335215,0.405238,0.070023,0.135353
843,0.373111,0.345726,0.421522,0.075796,0.139480
844,0.371860,0.332650,0.394489,0.061839,0.138506
845,0.377289,0.342692,0.410579,0.067887,0.142617
846,0.368065,0.331628,0.392587,0.060959,0.135662
847,0.377074,0.345600,0.415896,0.070296,0.142365
848,0.369092,0.334107,0.404972,0.070865,0.136424
849,0.368669,0.340061,0.395829,0.055768,0.136124
850,0.371082,0.340526,0.403177,0.062651,0.137910
851,0.368713,0.332549,0.406796,0.074247,0.136176
852,0.368918,0.340666,0.415268,0.074602,0.136409
853,0.371087,0.333316,0.406263,0.072947,0.137983
854,0.372340,0.338322,0.407426,0.069104,0.138804
855,0.367917,0.337422,0.405897,0.068475,0.135593
856,0.369426,0.337528,0.399239,0.061711,0.136688
857,0.374063,0.334643,0.410839,0.076196,0.140156
858,0.372669,0.347111,0.413439,0.066328,0.139136
859,0.374146,0.338429,0.417164,0.078735,0.140311
860,0.371381,0.342356,0.409261,0.066905,0.138122
861,0.370900,0.323442,0.407685,0.084243,0.137863
862,0.368099,0.347319,0.407827,0.060508,0.135698
863,0.370743,0.345702,0.407286,0.061584,0.137639
864,0.370176,0.328152,0.411573,0.083421,0.137348
865,0.370802,0.339222,0.418640,0.079418,0.137743
866,0.365763,0.327108,0.407341,0.080233,0.134046
867,0.365842,0.335994,0.392257,0.056263,0.134026
868,0.367797,0.330193,0.412783,0.082590,0.135506
869,0.370492,0.319129,0.400446,0.081317,0.137497
870,0.366339,0.328422,0.394503,0.066081,0.134400
871,0.370670,0.335144,0.411120,0.075976,0.137656
872,0.367492,0.322664,0.411519,0.088855,0.135372
873,0.369201,0.332685,0.401319,0.068634,0.136517
874,0.372737,0.331202,0.412516,0.081314,0.139269
875,0.368511,0.339677,0.409348,0.069671,0.135976
876,0.368234,0.335723,0.404403,0.068680,0.135871
877,0.372557,0.344081,0.411070,0.066989,0.139042
878,0.372428,0.336693,0.406064,0.069371,0.138958
879,0.371157,0.325852,0.398149,0.072297,0.138004
880,0.373308,0.333212,0.405203,0.071991,0.139578
881,0.369430,0.344906,0.424966,0.080060,0.136733
882,0.367530,0.331179,0.415426,0.084247,0.135327
883,0.371449,0.341483,0.399915,0.058432,0.138171
884,0.374787,0.342789,0.406489,0.063700,0.140711
885,0.371426,0.335617,0.405559,0.069942,0.138142
886,0.370648,0.339179,0.400291,0.061112,0.137630
887,0.372153,0.341980,0.397764,0.055784,0.138703
888,0.375956,0.319702,0.414398,0.094696,0.141697
889,0.375558,0.348926,0.414075,0.065149,0.141254
890,0.373643,0.327654,0.411772,0.084118,0.139904
891,0.376192,0.345622,0.416022,0.070400,0.141784
892,0.374658,0.327373,0.405380,0.078007,0.140613
893,0.376748,0.326975,0.404954,0.077979,0.142271
894,0.374972,0.340557,0.417035,0.076478,0.140961
895,0.373843,0.335749,0.420530,0.084781,0.140032
896,0.375208,0.336413,0.410055,0.073642,0.141049
897,0.373423,0.344497,0.432871,0.088374,0.139720
898,0.379665,0.354461,0.415394,0.060933,0.144362
899,0.376780,0.334019,0.405438,0.071419,0.142216
900,0.372884,0.343795,0.404849,0.061054,0.139296
901,0.376882,0.344898,0.418030,0.073132,0.142332
902,0.375136,0.350714,0.400866,0.050152,0.140861
903,0.372836,0.341423,0.417598,0.076175,0.139416
904,0.374506,0.336249,0.406468,0.070219,0.140479
905,0.373220,0.339188,0.398439,0.059251,0.139500
906,0.378688,0.342600,0.413304,0.070704,0.143663
907,0.375695,0.343508,0.420994,0.077486,0.141416
908,0.371200,0.335423,0.413011,0.077588,0.138039
909,0.373859,0.344438,0.410666,0.066228,0.139999
910,0.379719,0.351328,0.426281,0.074953,0.144401
911,0.370605,0.336339,0.410522,0.074183,0.137735
912,0.372161,0.326279,0.411445,0.085166,0.138812
913,0.371141,0.336615,0.401845,0.065230,0.138016
914,0.374798,0.337754,0.406717,0.068963,0.140760
915,0.376518,0.328988,0.414649,0.085661,0.142113
916,0.373805,0.328854,0.418056,0.089202,0.140063
917,0.378061,0.349218,0.428415,0.079197,0.143137
918,0.376457,0.342307,0.406349,0.064042,0.141952
919,0.378404,0.339656,0.437234,0.097578,0.143532
920,0.375119,0.340419,0.426998,0.086579,0.140983
921,0.372069,0.328232,0.403754,0.075522,0.138602
922,0.379227,0.339552,0.416917,0.077365,0.144148
923,0.380762,0.339792,0.416598,0.076806,0.145188
924,0.378988,0.348990,0.418754,0.069764,0.143855
925,0.382676,0.350874,0.414906,0.064032,0.146692
926,0.377888,0.340478,0.411028,0.070550,0.143025
927,0.376419,0.331664,0.418399,0.086735,0.141957
928,0.375941,0.349875,0.412705,0.062830,0.141496
929,0.378315,0.346742,0.397981,0.051239,0.143278
930,0.376742,0.332104,0.416116,0.084012,0.142304
931,0.373370,0.346437,0.403081,0.056644,0.139596
932,0.374171,0.346030,0.404031,0.058001,0.140154
933,0.376045,0.342171,0.403998,0.061827,0.141641
934,0.377913,0.351779,0.415790,0.064011,0.143048
935,0.372800,0.334938,0.405279,0.070341,0.139185
936,0.386764,0.350232,0.439536,0.089304,0.149899
937,0.382264,0.348462,0.416357,0.067895,0.146368
938,0.383884,0.335908,0.435397,0.099489,0.147715
939,0.379843,0.341153,0.411008,0.069855,0.144543
940,0.379715,0.347185,0.419593,0.072408,0.144454
941,0.383102,0.325054,0.428690,0.103636,0.147156
942,0.375999,0.344606,0.407547,0.062941,0.141567
943,0.376969,0.336155,0.414701,0.078546,0.142425
944,0.376093,0.344392,0.415829,0.071437,0.141691
945,0.377976,0.337421,0.419130,0.081709,0.143167
946,0.380254,0.354101,0.427896,0.073795,0.144821
947,0.382730,0.346747,0.423721,0.076974,0.146759
948,0.379887,0.352986,0.414444,0.061458,0.144516
949,0.381160,0.351198,0.412483,0.061285,0.145530
950,0.387032,0.359020,0.417958,0.058938,0.150079
951,0.385452,0.342446,0.422973,0.080527,0.148885
952,0.377975,0.336710,0.409683,0.072973,0.143121
953,0.384331,0.347448,0.418734,0.071286,0.148035
954,0.382916,0.342272,0.420500,0.078228,0.146948
955,0.379263,0.326740,0.409745,0.083005,0.144202
956,0.383586,0.346441,0.419922,0.073481,0.147468
957,0.381729,0.357079,0.430420,0.073341,0.145988
958,0.386437,0.360971,0.423549,0.062578,0.149600
959,0.381465,0.349997,0.414912,0.064915,0.145765
960,0.381767,0.335009,0.421852,0.086843,0.146053
961,0.386744,0.351599,0.427298,0.075699,0.149869
962,0.384334,0.339698,0.417648,0.077950,0.147953
963,0.382883,0.351652,0.417596,0.065944,0.146857
964,0.380175,0.342099,0.419029,0.076930,0.144717
965,0.385739,0.331917,0.429534,0.097617,0.149202
966,0.383705,0.340920,0.432626,0.091706,0.147517
967,0.380364,0.345251,0.418027,0.072776,0.144885
968,0.381184,0.348600,0.413074,0.064474,0.145497
969,0.380695,0.337034,0.413928,0.076894,0.145193
970,0.380180,0.345988,0.411695,0.065707,0.144772
971,0.382910,0.340711,0.420288,0.079577,0.146969
972,0.383275,0.343491,0.418867,0.075376,0.147141
973,0.387604,0.344976,0.430038,0.085062,0.150612
974,0.384684,0.351194,0.415450,0.064256,0.148218
975,0.383027,0.349922,0.425039,0.075117,0.146981
976,0.383343,0.353509,0.410341,0.056832,0.147195
977,0.386565,0.353109,0.426787,0.073678,0.149673
978,0.382054,0.344845,0.421850,0.077005,0.146277
979,0.383049,0.327970,0.427489,0.099519,0.147103
980,0.384972,0.353696,0.417975,0.064279,0.148454
981,0.385557,0.357817,0.423100,0.065283,0.148926
982,0.383428,0.350473,0.417056,0.066583,0.147324
983,0.385642,0.335842,0.424098,0.088256,0.149031
984,0.386292,0.342699,0.427691,0.084992,0.149552
985,0.386933,0.353409,0.432244,0.078835,0.150033
986,0.384783,0.344425,0.423469,0.079044,0.148320
987,0.387131,0.344706,0.432376,0.087670,0.150139
988,0.385477,0.356353,0.421650,0.065297,0.148819
989,0.386813,0.347500,0.423329,0.075829,0.149924
990,0.385287,0.356276,0.412557,0.056281,0.148659
991,0.383669,0.351023,0.420539,0.069516,0.147456
992,0.382626,0.344761,0.411464,0.066703,0.146600
993,0.384349,0.352380,0.410896,0.058516,0.147927
994,0.386862,0.348398,0.437877,0.089479,0.150037
995,0.386170,0.344074,0.431078,0.087004,0.149406
996,0.388021,0.356648,0.419193,0.062545,0.150723
997,0.390950,0.355061,0.427261,0.072200,0.153061
998,0.384911,0.347458,0.416342,0.068884,0.148349
999,0.387253,0.341247,0.418523,0.077276,0.150285
1000,0.387581,0.343617,0.421282,0.077665,0.150525
